PeriodoNum;Administradora;CantidadPacientes
202101;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;5
202102;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;7
202103;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;1
202104;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;7
202105;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;7
202106;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;4
202107;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;6
202108;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;6
202109;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;8
202110;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;8
202111;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;7
202112;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;4
202102;05001 - SECRETARIA MUNICIPAL DE MEDELLIN;2
202103;05001 - SECRETARIA MUNICIPAL DE MEDELLIN;11
202104;05001 - SECRETARIA MUNICIPAL DE MEDELLIN;5
202105;05001 - SECRETARIA MUNICIPAL DE MEDELLIN;2
202108;05001 - SECRETARIA MUNICIPAL DE MEDELLIN;4
202110;05001 - SECRETARIA MUNICIPAL DE MEDELLIN;8
202111;05001 - SECRETARIA MUNICIPAL DE MEDELLIN;5
202102;05266 - DIRECCION LOCAL DE SALUD DE ENVIGADO;2
202106;05266 - DIRECCION LOCAL DE SALUD DE ENVIGADO;2
202104;05360 - DIRECCION MUNICIPAL DE SALUD DE ITAGUI;1
202102;05615 - DIRECCION MUNICIPAL DE SALUD DE RIONEGRO;1
202103;05615 - DIRECCION MUNICIPAL DE SALUD DE RIONEGRO;1
202104;05615 - DIRECCION MUNICIPAL DE SALUD DE RIONEGRO;1
202107;05615 - DIRECCION MUNICIPAL DE SALUD DE RIONEGRO;1
202111;05615 - DIRECCION MUNICIPAL DE SALUD DE RIONEGRO;1
202109;05697 - DIRECCION LOCAL DE SALUD EL SANTUARIO;1
202111;05847 - DIRECCION MUNICIPAL DE SALUD DE URRAO;1
202101;08000 - DIRECCION SECCIONAL DE SALUD DEL ATLANTI;2
202102;08000 - DIRECCION SECCIONAL DE SALUD DEL ATLANTI;1
202106;08000 - DIRECCION SECCIONAL DE SALUD DEL ATLANTI;1
202107;08000 - DIRECCION SECCIONAL DE SALUD DEL ATLANTI;1
202101;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;12
202102;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;7
202103;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;12
202104;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;8
202105;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;6
202106;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;7
202107;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;8
202108;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;3
202109;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;9
202110;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;13
202111;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;4
202112;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;10
202102;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;1
202103;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;2
202102;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;1
202103;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;1
202104;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;1
202106;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;1
202107;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;2
202108;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;2
202109;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;1
202110;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;2
202112;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;1
202101;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;1
202103;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;1
202104;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;1
202108;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;1
202112;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;1
202103;13-27 - ASEG SEGUROS COMERCIALES BOLÍVAR S.A.;2
202104;13-27 - ASEG SEGUROS COMERCIALES BOLÍVAR S.A.;1
202105;13-27 - ASEG SEGUROS COMERCIALES BOLÍVAR S.A.;1
202106;13-27 - ASEG SEGUROS COMERCIALES BOLÍVAR S.A.;1
202107;13-27 - ASEG SEGUROS COMERCIALES BOLÍVAR S.A.;1
202108;13-27 - ASEG SEGUROS COMERCIALES BOLÍVAR S.A.;1
202111;13-27 - ASEG SEGUROS COMERCIALES BOLÍVAR S.A.;1
202112;13-27 - ASEG SEGUROS COMERCIALES BOLÍVAR S.A.;1
202102;13-29 - SEGUROS DEL ESTADO S.A.;2
202103;13-29 - SEGUROS DEL ESTADO S.A.;1
202111;13-29 - SEGUROS DEL ESTADO S.A.;1
202103;13430 - DIRECCION MUNICIPAL DE SALUD DE MAGANGUE;1
202104;13430 - DIRECCION MUNICIPAL DE SALUD DE MAGANGUE;1
202101;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;7
202102;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;13
202103;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;10
202104;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;18
202105;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;8
202106;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;7
202107;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;13
202108;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;15
202109;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;16
202110;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;8
202111;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;14
202112;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;15
202108;14-23 - POSITIVA;1
202101;14-4 - COLPATRIA;1
202106;14-4 - COLPATRIA;1
202109;14-4 - COLPATRIA;1
202101;17000 - DIRECCION DEPARTAMENTAL DE SALUD DE CALD;3
202108;17000 - DIRECCION DEPARTAMENTAL DE SALUD DE CALD;1
202109;17000 - DIRECCION DEPARTAMENTAL DE SALUD DE CALD;1
202110;17000 - DIRECCION DEPARTAMENTAL DE SALUD DE CALD;1
202111;17000 - DIRECCION DEPARTAMENTAL DE SALUD DE CALD;1
202102;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;1
202103;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;1
202105;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;1
202106;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;1
202110;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;1
202102;25000 - DIRECCION DEPARTAMENTAL DE SALUD DE CUND;1
202106;25126 - DIRECCION MUNICIPAL DE SALUD DE CAJICA;1
202110;25126 - DIRECCION MUNICIPAL DE SALUD DE CAJICA;2
202111;25126 - DIRECCION MUNICIPAL DE SALUD DE CAJICA;1
202102;52000 - DIRECCION DEPARTAMENTAL DE SALUD DE NARI;2
202103;52000 - DIRECCION DEPARTAMENTAL DE SALUD DE NARI;1
202104;52000 - DIRECCION DEPARTAMENTAL DE SALUD DE NARI;1
202105;52000 - DIRECCION DEPARTAMENTAL DE SALUD DE NARI;1
202106;52000 - DIRECCION DEPARTAMENTAL DE SALUD DE NARI;1
202108;52000 - DIRECCION DEPARTAMENTAL DE SALUD DE NARI;2
202109;52000 - DIRECCION DEPARTAMENTAL DE SALUD DE NARI;1
202111;52000 - DIRECCION DEPARTAMENTAL DE SALUD DE NARI;1
202104;54000 - DIRECCION DEPARTAMENTAL DE SALUD DE NORT;1
202105;54000 - DIRECCION DEPARTAMENTAL DE SALUD DE NORT;1
202107;54000 - DIRECCION DEPARTAMENTAL DE SALUD DE NORT;1
202109;54000 - DIRECCION DEPARTAMENTAL DE SALUD DE NORT;1
202111;54000 - DIRECCION DEPARTAMENTAL DE SALUD DE NORT;1
202102;66000 - DIRECCION DEPARTAMENTAL DE SALUD DE RISA;1
202103;66000 - DIRECCION DEPARTAMENTAL DE SALUD DE RISA;2
202109;66000 - DIRECCION DEPARTAMENTAL DE SALUD DE RISA;1
202101;76000 - DIRECCION DEPARTAMENTAL DE SALUD DE VALL;3
202102;76000 - DIRECCION DEPARTAMENTAL DE SALUD DE VALL;1
202104;76000 - DIRECCION DEPARTAMENTAL DE SALUD DE VALL;1
202105;76000 - DIRECCION DEPARTAMENTAL DE SALUD DE VALL;2
202107;76000 - DIRECCION DEPARTAMENTAL DE SALUD DE VALL;2
202108;76000 - DIRECCION DEPARTAMENTAL DE SALUD DE VALL;2
202109;76000 - DIRECCION DEPARTAMENTAL DE SALUD DE VALL;1
202110;76000 - DIRECCION DEPARTAMENTAL DE SALUD DE VALL;2
202111;76000 - DIRECCION DEPARTAMENTAL DE SALUD DE VALL;4
202112;76000 - DIRECCION DEPARTAMENTAL DE SALUD DE VALL;1
202106;85000 - DIRECCION DEPARTAMENTAL DE SALUD DE CASA;1
202111;85000 - DIRECCION DEPARTAMENTAL DE SALUD DE CASA;1
202112;85000 - DIRECCION DEPARTAMENTAL DE SALUD DE CASA;1
202101;CCF023 - COMFAGUAJIRA;8
202102;CCF023 - COMFAGUAJIRA;5
202103;CCF023 - COMFAGUAJIRA;3
202104;CCF023 - COMFAGUAJIRA;2
202105;CCF023 - COMFAGUAJIRA;4
202106;CCF023 - COMFAGUAJIRA;1
202107;CCF023 - COMFAGUAJIRA;6
202108;CCF023 - COMFAGUAJIRA;2
202109;CCF023 - COMFAGUAJIRA;5
202110;CCF023 - COMFAGUAJIRA;10
202111;CCF023 - COMFAGUAJIRA;11
202112;CCF023 - COMFAGUAJIRA;11
202101;CCF024 - COMFAMILIAR HUILA;18
202102;CCF024 - COMFAMILIAR HUILA;59
202103;CCF024 - COMFAMILIAR HUILA;70
202104;CCF024 - COMFAMILIAR HUILA;63
202105;CCF024 - COMFAMILIAR HUILA;49
202106;CCF024 - COMFAMILIAR HUILA;51
202107;CCF024 - COMFAMILIAR HUILA;52
202108;CCF024 - COMFAMILIAR HUILA;54
202109;CCF024 - COMFAMILIAR HUILA;62
202110;CCF024 - COMFAMILIAR HUILA;68
202111;CCF024 - COMFAMILIAR HUILA;81
202112;CCF024 - COMFAMILIAR HUILA;65
202101;CCF027 - COMFAMILIAR NARIÑO;9
202102;CCF027 - COMFAMILIAR NARIÑO;8
202103;CCF027 - COMFAMILIAR NARIÑO;9
202104;CCF027 - COMFAMILIAR NARIÑO;11
202105;CCF027 - COMFAMILIAR NARIÑO;9
202101;CCF033 - COMFASUCRE;1
202103;CCF033 - COMFASUCRE;5
202104;CCF033 - COMFASUCRE;3
202105;CCF033 - COMFASUCRE;5
202106;CCF033 - COMFASUCRE;3
202107;CCF033 - COMFASUCRE;6
202108;CCF033 - COMFASUCRE;3
202109;CCF033 - COMFASUCRE;7
202110;CCF033 - COMFASUCRE;3
202111;CCF033 - COMFASUCRE;2
202112;CCF033 - COMFASUCRE;1
202102;CCF050 - CENTRO ORIENTE MOVILIDAD SUBSIDIADO EPS;10
202103;CCF050 - CENTRO ORIENTE MOVILIDAD SUBSIDIADO EPS;24
202104;CCF050 - CENTRO ORIENTE MOVILIDAD SUBSIDIADO EPS;12
202105;CCF050 - CENTRO ORIENTE MOVILIDAD SUBSIDIADO EPS;8
202108;CCF050 - CENTRO ORIENTE MOVILIDAD SUBSIDIADO EPS;13
202109;CCF050 - CENTRO ORIENTE MOVILIDAD SUBSIDIADO EPS;11
202110;CCF050 - CENTRO ORIENTE MOVILIDAD SUBSIDIADO EPS;9
202111;CCF050 - CENTRO ORIENTE MOVILIDAD SUBSIDIADO EPS;7
202112;CCF050 - CENTRO ORIENTE MOVILIDAD SUBSIDIADO EPS;10
202101;CCF055 - CAJACOPI;21
202102;CCF055 - CAJACOPI;23
202103;CCF055 - CAJACOPI;21
202104;CCF055 - CAJACOPI;27
202105;CCF055 - CAJACOPI;25
202106;CCF055 - CAJACOPI;33
202101;CCF102 - COMFACHOCO;6
202102;CCF102 - COMFACHOCO;6
202103;CCF102 - COMFACHOCO;8
202104;CCF102 - COMFACHOCO;4
202105;CCF102 - COMFACHOCO;3
202106;CCF102 - COMFACHOCO;6
202107;CCF102 - COMFACHOCO;10
202108;CCF102 - COMFACHOCO;9
202109;CCF102 - COMFACHOCO;2
202110;CCF102 - COMFACHOCO;5
202111;CCF102 - COMFACHOCO;7
202112;CCF102 - COMFACHOCO;7
202102;"CCFC27 - COMFAMILIAR NARI&#209;O EPS -CCF";1
202104;"CCFC27 - COMFAMILIAR NARI&#209;O EPS -CCF";1
202103;CCFC50 - CAJA DE COMPENSACION FAMILIAR DEL ORIENT;1
202101;CCFC55 - CAJACOPI ATLANTICO - CCF;1
202102;CCFC55 - CAJACOPI ATLANTICO - CCF;1
202104;CCFC55 - CAJACOPI ATLANTICO - CCF;1
202105;CCFC55 - CAJACOPI ATLANTICO - CCF;1
202106;CCFC55 - CAJACOPI ATLANTICO - CCF;3
202101;EAS016 - EPM;3
202102;EAS016 - EPM;6
202103;EAS016 - EPM;2
202104;EAS016 - EPM;1
202105;EAS016 - EPM;4
202106;EAS016 - EPM;2
202108;EAS016 - EPM;3
202109;EAS016 - EPM;3
202110;EAS016 - EPM;4
202111;EAS016 - EPM;3
202112;EAS016 - EPM;3
202101;EAS027 - FERROCARRILES NALES;10
202102;EAS027 - FERROCARRILES NALES;13
202103;EAS027 - FERROCARRILES NALES;11
202104;EAS027 - FERROCARRILES NALES;18
202105;EAS027 - FERROCARRILES NALES;14
202106;EAS027 - FERROCARRILES NALES;11
202107;EAS027 - FERROCARRILES NALES;8
202108;EAS027 - FERROCARRILES NALES;6
202109;EAS027 - FERROCARRILES NALES;10
202110;EAS027 - FERROCARRILES NALES;8
202112;EAS027 - FERROCARRILES NALES;6
202102;EMP002 - EMP CAFESALUD;2
202103;EMP002 - EMP CAFESALUD;3
202104;EMP002 - EMP CAFESALUD;2
202105;EMP002 - EMP CAFESALUD;2
202106;EMP002 - EMP CAFESALUD;4
202107;EMP002 - EMP CAFESALUD;1
202101;EMP017 - EMP COLMENA S.A;11
202102;EMP017 - EMP COLMENA S.A;13
202103;EMP017 - EMP COLMENA S.A;8
202104;EMP017 - EMP COLMENA S.A;13
202105;EMP017 - EMP COLMENA S.A;13
202106;EMP017 - EMP COLMENA S.A;14
202107;EMP017 - EMP COLMENA S.A;12
202108;EMP017 - EMP COLMENA S.A;9
202109;EMP017 - EMP COLMENA S.A;13
202110;EMP017 - EMP COLMENA S.A;15
202111;EMP017 - EMP COLMENA S.A;15
202112;EMP017 - EMP COLMENA S.A;11
202101;EMP028 - SALUD COOMEVA  MEDICINA PREPAGADA S. A.;20
202102;EMP028 - SALUD COOMEVA  MEDICINA PREPAGADA S. A.;36
202103;EMP028 - SALUD COOMEVA  MEDICINA PREPAGADA S. A.;33
202104;EMP028 - SALUD COOMEVA  MEDICINA PREPAGADA S. A.;19
202105;EMP028 - SALUD COOMEVA  MEDICINA PREPAGADA S. A.;18
202106;EMP028 - SALUD COOMEVA  MEDICINA PREPAGADA S. A.;27
202107;EMP028 - SALUD COOMEVA  MEDICINA PREPAGADA S. A.;29
202108;EMP028 - SALUD COOMEVA  MEDICINA PREPAGADA S. A.;17
202109;EMP028 - SALUD COOMEVA  MEDICINA PREPAGADA S. A.;2
202110;EMP028 - SALUD COOMEVA  MEDICINA PREPAGADA S. A.;3
