PeriodoNum;Administradora;CantidadPacientes
202201;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;7
202202;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;13
202203;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;9
202204;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;4
202205;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;2
202201;05001 - SECRETARIA MUNICIPAL DE MEDELLIN;5
202202;05001 - SECRETARIA MUNICIPAL DE MEDELLIN;12
202204;05001 - SECRETARIA MUNICIPAL DE MEDELLIN;17
202206;05001 - SECRETARIA MUNICIPAL DE MEDELLIN;1
202201;05266 - DIRECCION LOCAL DE SALUD DE ENVIGADO;1
202204;05266 - DIRECCION LOCAL DE SALUD DE ENVIGADO;2
202202;05360 - DIRECCION MUNICIPAL DE SALUD DE ITAGUI;1
202201;05615 - DIRECCION MUNICIPAL DE SALUD DE RIONEGRO;2
202202;05615 - DIRECCION MUNICIPAL DE SALUD DE RIONEGRO;1
202206;05697 - DIRECCION LOCAL DE SALUD EL SANTUARIO;1
202201;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;6
202202;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;3
202203;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;7
202205;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;1
202202;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;2
202204;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;1
202205;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;1
202206;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;1
202202;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;1
202203;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;1
202203;13-27 - ASEG SEGUROS COMERCIALES BOLÍVAR S.A.;1
202206;13-27 - ASEG SEGUROS COMERCIALES BOLÍVAR S.A.;1
202203;13-29 - SEGUROS DEL ESTADO S.A.;1
202205;13-29 - SEGUROS DEL ESTADO S.A.;1
