PeriodoNum;Administradora;CantidadPacientes
201401;0 - NO DEFINIDO;22
201402;0 - NO DEFINIDO;97
201403;0 - NO DEFINIDO;171
201404;0 - NO DEFINIDO;160
201405;0 - NO DEFINIDO;76
201406;0 - NO DEFINIDO;112
201407;0 - NO DEFINIDO;177
201408;0 - NO DEFINIDO;143
201409;0 - NO DEFINIDO;148
201410;0 - NO DEFINIDO;59
201411;0 - NO DEFINIDO;88
201412;0 - NO DEFINIDO;39
201401;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;15
201402;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;12
201403;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;14
201404;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;9
201405;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;9
201406;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;10
201407;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;8
201408;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;6
201409;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;6
201410;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;7
201411;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;4
201412;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;11
201401;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;8
201402;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;12
201403;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;6
201404;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;20
201405;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;14
201406;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;11
201407;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;17
201408;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;22
201409;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;15
201407;05129 - DIRECCION MUNICIPAL DE SALUD DE CALDAS;1
201401;08000 - DIRECCION SECCIONAL DE SALUD DEL ATLANTI;2
201404;08000 - DIRECCION SECCIONAL DE SALUD DEL ATLANTI;1
201407;08000 - DIRECCION SECCIONAL DE SALUD DEL ATLANTI;1
201408;08000 - DIRECCION SECCIONAL DE SALUD DEL ATLANTI;2
201409;08000 - DIRECCION SECCIONAL DE SALUD DEL ATLANTI;1
201412;08000 - DIRECCION SECCIONAL DE SALUD DEL ATLANTI;1
201401;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;15
201402;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;2
201403;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;5
201404;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;10
201405;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;19
201406;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;11
201407;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;10
201408;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;11
201409;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;18
201410;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;7
201411;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;15
201412;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;17
201412;13-1 - COLSEGUROS S. A.;1
201401;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;1
201402;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;2
201403;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;2
201404;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;7
201406;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;6
201407;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;1
201408;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;1
201409;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;6
201410;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;4
201411;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;4
201412;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;6
201401;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;1
201402;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;1
201403;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;3
201404;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;1
201405;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;2
201406;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;3
201407;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;1
201408;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;3
201410;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;2
201411;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;1
201401;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;5
201402;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;1
201403;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;1
201405;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;1
201407;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;2
201408;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;1
201404;13-29 - SEGUROS DEL ESTADO S.A.;1
201407;13-29 - SEGUROS DEL ESTADO S.A.;1
201411;13-29 - SEGUROS DEL ESTADO S.A.;1
201412;13-33 - LIBERTY SEGUROS S.A.;1
201405;13-6 - SEGUROS COLPATRIA S.A.;1
201406;13-6 - SEGUROS COLPATRIA S.A.;3
201408;13-6 - SEGUROS COLPATRIA S.A.;4
201409;13-6 - SEGUROS COLPATRIA S.A.;7
201410;13-6 - SEGUROS COLPATRIA S.A.;2
201411;13-6 - SEGUROS COLPATRIA S.A.;2
201412;13-6 - SEGUROS COLPATRIA S.A.;5
201403;13-9 - CENTRAL DE SEGUROS;1
201410;13-9 - CENTRAL DE SEGUROS;1
201404;14-1 - COLSEGUROS;1
201406;14-1 - COLSEGUROS;1
201407;14-1 - COLSEGUROS;3
201408;14-1 - COLSEGUROS;3
201410;14-1 - COLSEGUROS;1
201411;14-1 - COLSEGUROS;3
201412;14-1 - COLSEGUROS;1
201404;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;1
201405;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;1
201412;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;1
201412;14-23 - POSITIVA;2
201409;14-29 - LA EQUIDAD;1
201410;14-30 - MAPFRE;2
201412;14-4 - COLPATRIA;1
201401;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;1
