PeriodoNum;Procedimiento;CantidadPacientes
201302;010200 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR SOD §;1
201304;010200 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR SOD §;1
201312;010201 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO;1
201304;010901 - PUNCIÓN SUBDURAL;1
201309;010901 - PUNCIÓN SUBDURAL;1
201311;011200 - BIOPSIA DE MENINGE CEREBRAL SOD §;1
201308;011201 - BIOPSIA DE MENINGE, POR CRANEOTOMIA;1
201312;011302 - BIOPSIA ABIERTA (CRANEOTOMIA) DE CEREBRO INCLUYE: BIOPSIA DE REGION PINEAL, TALAMO, CEREBELO O TALLO CEREBRAL;1
201304;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;1
201305;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;1
201309;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;1
201311;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;2
201312;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;1
201304;012101 - CRANEALIZACION DE SENO FRONTAL;1
201308;012101 - CRANEALIZACION DE SENO FRONTAL;1
201307;012200 - EXTRACCIÓN DE NEUROESTIMULADOR INTRACRANEAL SOD +;1
201301;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201302;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201303;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201306;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;2
201307;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;2
201308;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201309;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201310;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;2
201312;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;2
201301;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;2
201303;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;1
201304;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;1
201306;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;2
201307;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;8
201308;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;6
201309;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;2
201311;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
