PeriodoNum;Procedimiento;CantidadPacientes
201201;010201 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO;1
201204;010201 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO;2
201207;010201 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO;1
201205;011304 - BIOPSIA ESTEREOTAXICA DE CEREBRO INCLUYE: AQUELLA  POR TUMORES SUPRATENTORIALES HEMISFERICOS, INTRACEREBELOSOS, TUMORES DE LINEA MEDIA SUPRATENTORIALES E INFRATENTORIALES, LESIONES EN TRONCO CEREBRAL (EXTRA AXIALES E INTRA AXIALES), LESIONES VENTRICULARES;1
201209;011304 - BIOPSIA ESTEREOTAXICA DE CEREBRO INCLUYE: AQUELLA  POR TUMORES SUPRATENTORIALES HEMISFERICOS, INTRACEREBELOSOS, TUMORES DE LINEA MEDIA SUPRATENTORIALES E INFRATENTORIALES, LESIONES EN TRONCO CEREBRAL (EXTRA AXIALES E INTRA AXIALES), LESIONES VENTRICULARES;1
201212;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;1
201201;012101 - CRANEALIZACION DE SENO FRONTAL;1
201202;012101 - CRANEALIZACION DE SENO FRONTAL;1
201210;012101 - CRANEALIZACION DE SENO FRONTAL;1
201201;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;2
201202;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;2
201203;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201204;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201205;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;4
201206;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201207;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201208;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;2
201209;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;5
201210;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;2
201211;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;2
201212;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201201;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;2
201202;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
