PeriodoNum;Procedimiento;CantidadPacientes
201106;010201 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO;1
201106;010202 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR POR TREPANACION (SIN CATETER);1
201103;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;1
201106;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;1
201109;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;1
201101;012101 - CRANEALIZACION DE SENO FRONTAL;2
201108;012101 - CRANEALIZACION DE SENO FRONTAL;1
201101;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;2
201102;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;2
201103;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;3
201105;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201106;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;5
201107;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;3
201108;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201109;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201110;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;2
201111;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201112;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201101;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;1
201102;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
201103;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;1
201104;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;1
