PeriodoNum;Procedimiento;CantidadPacientes
201009;010101 - PUNCIÓN CISTERNAL, VÍA LATERAL;1
201010;010901 - PUNCIÓN SUBDURAL;1
201009;011304 - BIOPSIA ESTEREOTAXICA DE CEREBRO INCLUYE: AQUELLA  POR TUMORES SUPRATENTORIALES HEMISFERICOS, INTRACEREBELOSOS, TUMORES DE LINEA MEDIA SUPRATENTORIALES E INFRATENTORIALES, LESIONES EN TRONCO CEREBRAL (EXTRA AXIALES E INTRA AXIALES), LESIONES VENTRICULARES;1
201010;011304 - BIOPSIA ESTEREOTAXICA DE CEREBRO INCLUYE: AQUELLA  POR TUMORES SUPRATENTORIALES HEMISFERICOS, INTRACEREBELOSOS, TUMORES DE LINEA MEDIA SUPRATENTORIALES E INFRATENTORIALES, LESIONES EN TRONCO CEREBRAL (EXTRA AXIALES E INTRA AXIALES), LESIONES VENTRICULARES;1
201004;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;1
201010;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;1
201012;012101 - CRANEALIZACION DE SENO FRONTAL;1
201011;012200 - EXTRACCIÓN DE NEUROESTIMULADOR INTRACRANEAL SOD +;1
201001;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;2
201002;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;4
201003;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;4
201004;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;3
201005;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;4
201006;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;4
201007;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;5
201008;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201009;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201011;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;3
201012;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;3
201001;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;4
201002;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;5
201003;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;4
201006;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;2
201007;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
201008;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;2
201010;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;2
201011;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;1
201003;012402 - DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA;1
201004;012402 - DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA;2
201009;012402 - DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA;2
201011;012402 - DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA;1
201003;012500 - CRANIECTOMIA SOD §;1
201005;012500 - CRANIECTOMIA SOD §;1
201006;012500 - CRANIECTOMIA SOD §;1
201003;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;1
201009;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;1
201010;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;3
201004;012503 - DRENAJE DE COLECCIÓN EPIDURAL FOSA POSTERIOR, POR CRANIECTOMIA +;3
201001;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;7
201002;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;6
201003;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;3
201004;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;1
201005;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;4
201007;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;5
201008;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;5
201009;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;1
201010;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;2
201011;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;4
201012;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;2
201002;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;2
201003;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;2
201004;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;2
201005;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;1
201006;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;3
201007;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;1
201008;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;1
201010;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;2
201012;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;1
201002;013103 - DRENAJE DE ESPACIO SUBDURAL EN FOSA POSTERIOR, POR CRANIECTOMIA;1
201003;013103 - DRENAJE DE ESPACIO SUBDURAL EN FOSA POSTERIOR, POR CRANIECTOMIA;1
201004;013103 - DRENAJE DE ESPACIO SUBDURAL EN FOSA POSTERIOR, POR CRANIECTOMIA;1
201005;013103 - DRENAJE DE ESPACIO SUBDURAL EN FOSA POSTERIOR, POR CRANIECTOMIA;2
201006;013103 - DRENAJE DE ESPACIO SUBDURAL EN FOSA POSTERIOR, POR CRANIECTOMIA;2
201011;013103 - DRENAJE DE ESPACIO SUBDURAL EN FOSA POSTERIOR, POR CRANIECTOMIA;1
201012;013103 - DRENAJE DE ESPACIO SUBDURAL EN FOSA POSTERIOR, POR CRANIECTOMIA;1
201002;013104 - DRENAJE DE ESPACIO SUBDURAL, POR DRENAJE EXTERNO;5
201003;013104 - DRENAJE DE ESPACIO SUBDURAL, POR DRENAJE EXTERNO;1
201004;013104 - DRENAJE DE ESPACIO SUBDURAL, POR DRENAJE EXTERNO;5
201007;013104 - DRENAJE DE ESPACIO SUBDURAL, POR DRENAJE EXTERNO;3
201008;013104 - DRENAJE DE ESPACIO SUBDURAL, POR DRENAJE EXTERNO;1
201009;013104 - DRENAJE DE ESPACIO SUBDURAL, POR DRENAJE EXTERNO;1
201011;013104 - DRENAJE DE ESPACIO SUBDURAL, POR DRENAJE EXTERNO;2
201012;013104 - DRENAJE DE ESPACIO SUBDURAL, POR DRENAJE EXTERNO;4
201004;013106 - DRENAJE DE ESPACIO SUBDURAL, POR DERIVACIÓN SUBDURO PERITONEAL;1
201006;013106 - DRENAJE DE ESPACIO SUBDURAL, POR DERIVACIÓN SUBDURO PERITONEAL;1
201007;013106 - DRENAJE DE ESPACIO SUBDURAL, POR DERIVACIÓN SUBDURO PERITONEAL;1
201001;013110 - DRENAJE DE ESPACIO SUBDURAL CON REPARO DE SENOS DURALES ROTOS;1
201002;013110 - DRENAJE DE ESPACIO SUBDURAL CON REPARO DE SENOS DURALES ROTOS;1
201003;013110 - DRENAJE DE ESPACIO SUBDURAL CON REPARO DE SENOS DURALES ROTOS;1
201004;013110 - DRENAJE DE ESPACIO SUBDURAL CON REPARO DE SENOS DURALES ROTOS;4
201005;013110 - DRENAJE DE ESPACIO SUBDURAL CON REPARO DE SENOS DURALES ROTOS;1
201007;013110 - DRENAJE DE ESPACIO SUBDURAL CON REPARO DE SENOS DURALES ROTOS;3
201009;013110 - DRENAJE DE ESPACIO SUBDURAL CON REPARO DE SENOS DURALES ROTOS;1
201011;013110 - DRENAJE DE ESPACIO SUBDURAL CON REPARO DE SENOS DURALES ROTOS;2
201012;013110 - DRENAJE DE ESPACIO SUBDURAL CON REPARO DE SENOS DURALES ROTOS;2
201004;015101 - RESECCIÓN TUMOR OSEO, POR CRANEOTOMIA +;1
201012;015104 - CORRECCIÓN DE DISPLASIA FIBROSA DEL CRANEO POR CRANIECTOMIA +;1
201003;015300 - RESECCIÓN DE TUMORES DE LA BASE DEL CRANEO, FOSA MEDIA SOD §;1
201009;015300 - RESECCIÓN DE TUMORES DE LA BASE DEL CRANEO, FOSA MEDIA SOD §;1
201008;015310 - RESECCIÓN DE TUMOR DE LA BASE DEL CRANEO, FOSA MEDIA, VÍA TRANSESFENOIDAL +;1
201011;016401 - DRENAJE DE QUISTE ARACNOIDEO GUIADO POR ESTEREOTAXIA;1
201001;017000 - DRENAJE DE COLECCIONES INTRACEREBRALES SOD §;1
201007;017000 - DRENAJE DE COLECCIONES INTRACEREBRALES SOD §;1
201001;017001 - DRENAJE DE COLECCIONES INTRACEREBRALES, POR CRANEOTOMIA;14
201002;017001 - DRENAJE DE COLECCIONES INTRACEREBRALES, POR CRANEOTOMIA;5
201003;017001 - DRENAJE DE COLECCIONES INTRACEREBRALES, POR CRANEOTOMIA;8
201004;017001 - DRENAJE DE COLECCIONES INTRACEREBRALES, POR CRANEOTOMIA;6
201005;017001 - DRENAJE DE COLECCIONES INTRACEREBRALES, POR CRANEOTOMIA;6
201006;017001 - DRENAJE DE COLECCIONES INTRACEREBRALES, POR CRANEOTOMIA;8
201007;017001 - DRENAJE DE COLECCIONES INTRACEREBRALES, POR CRANEOTOMIA;17
201008;017001 - DRENAJE DE COLECCIONES INTRACEREBRALES, POR CRANEOTOMIA;11
201009;017001 - DRENAJE DE COLECCIONES INTRACEREBRALES, POR CRANEOTOMIA;10
201010;017001 - DRENAJE DE COLECCIONES INTRACEREBRALES, POR CRANEOTOMIA;9
201011;017001 - DRENAJE DE COLECCIONES INTRACEREBRALES, POR CRANEOTOMIA;6
201012;017001 - DRENAJE DE COLECCIONES INTRACEREBRALES, POR CRANEOTOMIA;13
201002;017002 - DRENAJE DE COLECCIONES INTRACEREBRALES, GUIADO POR ESTEREOTAXIA;1
201003;017002 - DRENAJE DE COLECCIONES INTRACEREBRALES, GUIADO POR ESTEREOTAXIA;1
201006;017002 - DRENAJE DE COLECCIONES INTRACEREBRALES, GUIADO POR ESTEREOTAXIA;1
201010;017002 - DRENAJE DE COLECCIONES INTRACEREBRALES, GUIADO POR ESTEREOTAXIA;1
201008;017003 - DRENAJE DE COLECCIONES INTRACEREBRALES, POR PUNCIÓN DIRIGIDA;1
201003;017004 - DRENAJE DE COLECCIONES INTRACEREBRALES DE FOSA POSTERIOR, POR CRANEOTOMIA SUBOCCIPITAL;1
201004;017004 - DRENAJE DE COLECCIONES INTRACEREBRALES DE FOSA POSTERIOR, POR CRANEOTOMIA SUBOCCIPITAL;1
