PeriodoNum;Procedimiento;CantidadPacientes
202203;010202 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR POR TREPANACION (SIN CATETER);1
202205;010205 - PUNCIÓN (ASPIRACIÓN DE LÍQUIDO) VENTRICULAR;1
202201;010901 - PUNCIÓN SUBDURAL;1
202202;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;1
202203;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;4
202204;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
202205;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;1
202201;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);1
202202;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);1
202205;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);2
202205;012501 - SECUESTRECTOMIA DE CRANEO, POR CRANIECTOMIA INCLUYE: DESBRIDAMIENTO O CURETAJE (LIMPIEZA) CRANEAL;1
202201;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;2
202202;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;1
202203;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;2
202204;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;1
202205;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;4
202201;012506 - CRANIECTOMÍA DESCOMPRESIVA HEMISFÉRICA;1
202203;012506 - CRANIECTOMÍA DESCOMPRESIVA HEMISFÉRICA;1
202205;012506 - CRANIECTOMÍA DESCOMPRESIVA HEMISFÉRICA;2
202206;012506 - CRANIECTOMÍA DESCOMPRESIVA HEMISFÉRICA;1
202201;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;4
202202;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;3
202203;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;9
202204;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;1
202205;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;14
202206;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;2
202201;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;2
202202;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;1
202203;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;1
202205;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;2
202206;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;2
202203;013103 - DRENAJE DE ESPACIO SUBDURAL EN FOSA POSTERIOR, POR CRANIECTOMIA;1
202205;013103 - DRENAJE DE ESPACIO SUBDURAL EN FOSA POSTERIOR, POR CRANIECTOMIA;1
202202;013104 - DRENAJE DE ESPACIO SUBDURAL, POR DRENAJE EXTERNO;2
202203;013104 - DRENAJE DE ESPACIO SUBDURAL, POR DRENAJE EXTERNO;3
202204;013104 - DRENAJE DE ESPACIO SUBDURAL, POR DRENAJE EXTERNO;1
202205;013104 - DRENAJE DE ESPACIO SUBDURAL, POR DRENAJE EXTERNO;1
202205;013106 - DRENAJE DE ESPACIO SUBDURAL, POR DERIVACIÓN SUBDURO PERITONEAL;1
202201;013107 - INCISIÓN DE MENINGES CEREBRALES;1
202203;013107 - INCISIÓN DE MENINGES CEREBRALES;1
202201;013110 - DRENAJE DE ESPACIO SUBDURAL CON REPARO DE SENOS DURALES ROTOS;1
202202;013110 - DRENAJE DE ESPACIO SUBDURAL CON REPARO DE SENOS DURALES ROTOS;5
202203;013110 - DRENAJE DE ESPACIO SUBDURAL CON REPARO DE SENOS DURALES ROTOS;5
202204;013110 - DRENAJE DE ESPACIO SUBDURAL CON REPARO DE SENOS DURALES ROTOS;3
202205;013110 - DRENAJE DE ESPACIO SUBDURAL CON REPARO DE SENOS DURALES ROTOS;10
202206;013110 - DRENAJE DE ESPACIO SUBDURAL CON REPARO DE SENOS DURALES ROTOS;2
202205;015104 - CORRECCIÓN DE DISPLASIA FIBROSA DEL CRANEO POR CRANIECTOMIA +;1
202204;015301 - RESECCIÓN DE TUMOR DE LA BASE DEL CRANEO, FOSA MEDIA, POR CRANEOTOMIA FRONTAL Y OSTEOTOMIA FRONTO ETMOIDAL +;1
202203;015311 - RESECCIÓN DE TUMOR DE LA BASE DEL CRANEO, FOSA MEDIA, VÍA TRANSESFENOIDAL ENDOSCÓPICA +;1
202201;015501 - TOMA DE INJERTO ÓSEO  DE CRANEO;1
202203;016402 - RESECCIÓN DE OTRA LESIÓN DE MENINGE CEREBRAL;1
202201;017001 - DRENAJE DE COLECCIONES INTRACEREBRALES, POR CRANEOTOMIA;7
202202;017001 - DRENAJE DE COLECCIONES INTRACEREBRALES, POR CRANEOTOMIA;7
202203;017001 - DRENAJE DE COLECCIONES INTRACEREBRALES, POR CRANEOTOMIA;16
202204;017001 - DRENAJE DE COLECCIONES INTRACEREBRALES, POR CRANEOTOMIA;7
202205;017001 - DRENAJE DE COLECCIONES INTRACEREBRALES, POR CRANEOTOMIA;19
202206;017001 - DRENAJE DE COLECCIONES INTRACEREBRALES, POR CRANEOTOMIA;1
202201;017004 - DRENAJE DE COLECCIONES INTRACEREBRALES DE FOSA POSTERIOR, POR CRANEOTOMIA SUBOCCIPITAL;1
202202;017004 - DRENAJE DE COLECCIONES INTRACEREBRALES DE FOSA POSTERIOR, POR CRANEOTOMIA SUBOCCIPITAL;1
202203;017004 - DRENAJE DE COLECCIONES INTRACEREBRALES DE FOSA POSTERIOR, POR CRANEOTOMIA SUBOCCIPITAL;2
202204;017004 - DRENAJE DE COLECCIONES INTRACEREBRALES DE FOSA POSTERIOR, POR CRANEOTOMIA SUBOCCIPITAL;2
202205;017004 - DRENAJE DE COLECCIONES INTRACEREBRALES DE FOSA POSTERIOR, POR CRANEOTOMIA SUBOCCIPITAL;3
202202;017006 - DRENAJE DE COLECCIONES INTRACEREBRALES;1
202205;017006 - DRENAJE DE COLECCIONES INTRACEREBRALES;3
202205;017201 - RESECCIÓN DE TUMOR SUPRATENTORIAL HEMISFERICO, POR CRANEOTOMIA +;1
202205;017202 - RESECCIÓN DE TUMOR SUPRATENTORIAL HEMISFERICO, POR CRANEOTOMIA OSTEOPLASTICA +;1
202205;017205 - RESECCIÓN VOLUMETRICA DE TUMOR SUPRATENTORIAL HEMISFERICO,CON ESTEREOTAXIA +;1
202203;017801 - RESECCIÓN DE LESIONES INTRAVENTICULARES DE LINEA MEDIA, POR CRANEOTOMIA;1
202204;017801 - RESECCIÓN DE LESIONES INTRAVENTICULARES DE LINEA MEDIA, POR CRANEOTOMIA;1
202205;017801 - RESECCIÓN DE LESIONES INTRAVENTICULARES DE LINEA MEDIA, POR CRANEOTOMIA;2
202204;018201 - HEMISFERECTOMIA CEREBELOSA POR CRANEOTOMIA SUBOCCIPITAL;1
202201;019101 - LOBECTOMÍA POR CRANEOTOMÍA;1
202202;019101 - LOBECTOMÍA POR CRANEOTOMÍA;1
202203;019101 - LOBECTOMÍA POR CRANEOTOMÍA;1
202204;019101 - LOBECTOMÍA POR CRANEOTOMÍA;1
202205;019101 - LOBECTOMÍA POR CRANEOTOMÍA;1
202203;020105 - CORRECCIÓN DE CRANEO ESTENOSIS CON ALTERACIÓN CRANEO FACIAL COMPLEJA, POR CRANEOTOMIA;1
202204;020201 - ESQUIRLECTOMIA CRANEAL A TRAVES DE TREPANACION;1
202201;020401 - CORRECCIÓN DE DEFECTO ÓSEO  PRE-EXISTENTE POR CRANEOPLASTIA, CON INJERTO AUTOLOGO O HETEROLOGO +;1
202203;020401 - CORRECCIÓN DE DEFECTO ÓSEO  PRE-EXISTENTE POR CRANEOPLASTIA, CON INJERTO AUTOLOGO O HETEROLOGO +;1
202204;020401 - CORRECCIÓN DE DEFECTO ÓSEO  PRE-EXISTENTE POR CRANEOPLASTIA, CON INJERTO AUTOLOGO O HETEROLOGO +;1
202205;020401 - CORRECCIÓN DE DEFECTO ÓSEO  PRE-EXISTENTE POR CRANEOPLASTIA, CON INJERTO AUTOLOGO O HETEROLOGO +;2
202203;020402 - INJERTO ÓSEO EN CRÁNEO;1
202205;020402 - INJERTO ÓSEO EN CRÁNEO;1
202203;020502 - RECONSTRUCCIÓN PROTÉSICA DE BÓVEDA CRANEAL CON DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS;1
202202;020602 - OSTEOPLASTIA CRANEAL;1
202201;021101 - CORRECCIÓN DE DESGARRO DURAL POST TRAUMATICO EN BOVEDA CRANEANA, POR CRANEOTOMIA;2
202202;021101 - CORRECCIÓN DE DESGARRO DURAL POST TRAUMATICO EN BOVEDA CRANEANA, POR CRANEOTOMIA;3
202205;021101 - CORRECCIÓN DE DESGARRO DURAL POST TRAUMATICO EN BOVEDA CRANEANA, POR CRANEOTOMIA;2
202204;021102 - CORRECCIÓN DE DESGARRO DURAL POST TRAUMATICO EN BOVEDA CRANEANA, CON PLASTIA DURAL;1
202201;021103 - CORRECCIÓN DE DESGARRO DURAL EN BASE DE CRANEO, POR CRANEOTOMIA;2
202203;021103 - CORRECCIÓN DE DESGARRO DURAL EN BASE DE CRANEO, POR CRANEOTOMIA;1
202205;021103 - CORRECCIÓN DE DESGARRO DURAL EN BASE DE CRANEO, POR CRANEOTOMIA;1
202203;021104 - CORRECCIÓN DE DESGARRO DURAL EN BASE DE CRANEO, CON PLASTIA AUTOLOGA O HETEROLOGA, POR CRANEOTOMIA +;1
202201;021105 - SUTURA SIMPLE DE DURAMADRE CEREBRAL;1
202203;021105 - SUTURA SIMPLE DE DURAMADRE CEREBRAL;2
202205;021105 - SUTURA SIMPLE DE DURAMADRE CEREBRAL;1
202201;021106 - PLASTIA DURAL CON INJERTO;1
202203;021106 - PLASTIA DURAL CON INJERTO;1
202205;021106 - PLASTIA DURAL CON INJERTO;2
202205;021201 - CORRECCIÓN FÍSTULA LCR EN BOVEDA CRANEANA, POR CRANEOTOMIA Y CRANEOPLASTIA;4
202206;021201 - CORRECCIÓN FÍSTULA LCR EN BOVEDA CRANEANA, POR CRANEOTOMIA Y CRANEOPLASTIA;1
202202;021202 - CORRECCIÓN FÍSTULA LCR EN BOVEDA CRANEANA, POR DUROPLASTIA;1
202203;021202 - CORRECCIÓN FÍSTULA LCR EN BOVEDA CRANEANA, POR DUROPLASTIA;3
202204;021202 - CORRECCIÓN FÍSTULA LCR EN BOVEDA CRANEANA, POR DUROPLASTIA;3
202205;021202 - CORRECCIÓN FÍSTULA LCR EN BOVEDA CRANEANA, POR DUROPLASTIA;6
202206;021202 - CORRECCIÓN FÍSTULA LCR EN BOVEDA CRANEANA, POR DUROPLASTIA;1
