PeriodoNum;Procedimiento;CantidadPacientes
201603;010201 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO;1
201610;010201 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO;1
201605;010202 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR POR TREPANACION (SIN CATETER);1
201603;011200 - BIOPSIA DE MENINGE CEREBRAL SOD §;1
201605;011302 - BIOPSIA ABIERTA (CRANEOTOMIA) DE CEREBRO INCLUYE: BIOPSIA DE REGION PINEAL, TALAMO, CEREBELO O TALLO CEREBRAL;1
201603;011304 - BIOPSIA ESTEREOTAXICA DE CEREBRO INCLUYE: AQUELLA  POR TUMORES SUPRATENTORIALES HEMISFERICOS, INTRACEREBELOSOS, TUMORES DE LINEA MEDIA SUPRATENTORIALES E INFRATENTORIALES, LESIONES EN TRONCO CEREBRAL (EXTRA AXIALES E INTRA AXIALES), LESIONES VENTRICULARES;1
201604;012101 - CRANEALIZACION DE SENO FRONTAL;1
201602;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201603;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;2
201604;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201605;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201608;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;2
201601;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;1
201602;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;2
201603;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
201604;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
201605;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;7
201606;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;1
201607;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;2
201608;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;2
201609;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
201610;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;4
201611;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;4
201612;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;1
201606;012402 - DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA;1
201612;012402 - DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA;1
201602;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);1
201605;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);1
201605;012410 - EXTRACCIÓN DE CUERPO EXTRAÑO INTRACRANEAL, POR CRANEOTOMIA SimultAneo: CUALQUIER ESQUIRLECTOMIA (02.0.2);1
201606;012410 - EXTRACCIÓN DE CUERPO EXTRAÑO INTRACRANEAL, POR CRANEOTOMIA SimultAneo: CUALQUIER ESQUIRLECTOMIA (02.0.2);1
201610;012410 - EXTRACCIÓN DE CUERPO EXTRAÑO INTRACRANEAL, POR CRANEOTOMIA SimultAneo: CUALQUIER ESQUIRLECTOMIA (02.0.2);1
201606;012500 - CRANIECTOMIA SOD §;2
201607;012500 - CRANIECTOMIA SOD §;1
201609;012501 - SECUESTRECTOMIA DE CRANEO, POR CRANIECTOMIA INCLUYE: DESBRIDAMIENTO O CURETAJE (LIMPIEZA) CRANEAL;1
201602;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;1
201603;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;1
201604;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;1
201605;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;1
201606;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;1
201608;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;1
201609;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;2
201610;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;2
201612;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;1
201604;012503 - DRENAJE DE COLECCIÓN EPIDURAL FOSA POSTERIOR, POR CRANIECTOMIA +;1
201605;012503 - DRENAJE DE COLECCIÓN EPIDURAL FOSA POSTERIOR, POR CRANIECTOMIA +;1
201608;012503 - DRENAJE DE COLECCIÓN EPIDURAL FOSA POSTERIOR, POR CRANIECTOMIA +;1
201609;012503 - DRENAJE DE COLECCIÓN EPIDURAL FOSA POSTERIOR, POR CRANIECTOMIA +;1
201611;012503 - DRENAJE DE COLECCIÓN EPIDURAL FOSA POSTERIOR, POR CRANIECTOMIA +;1
201604;012504 - CRANIECTOMÍA;1
201606;012504 - CRANIECTOMÍA;1
201612;012504 - CRANIECTOMÍA;1
201608;013100 - INCISIÓN DE MENINGES CEREBRALES SOD §;1
201609;013100 - INCISIÓN DE MENINGES CEREBRALES SOD §;1
201610;013100 - INCISIÓN DE MENINGES CEREBRALES SOD §;2
201612;013100 - INCISIÓN DE MENINGES CEREBRALES SOD §;2
201601;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;4
201602;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;5
201603;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;6
201604;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;1
201605;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;4
201606;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;5
201607;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;3
201608;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;6
201609;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;9
201610;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;5
201611;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;9
201612;013101 - DRENAJE DE ESPACIO SUBDURAL, POR CRANEOTOMIA;5
201601;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;1
201603;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;3
201605;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;2
201606;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;3
201607;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;3
201608;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;4
201609;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;8
201610;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;3
201612;013102 - DRENAJE DE ESPACIO SUBDURAL, POR TREPANACION;4
201604;013103 - DRENAJE DE ESPACIO SUBDURAL EN FOSA POSTERIOR, POR CRANIECTOMIA;1
201605;013103 - DRENAJE DE ESPACIO SUBDURAL EN FOSA POSTERIOR, POR CRANIECTOMIA;3
201608;013103 - DRENAJE DE ESPACIO SUBDURAL EN FOSA POSTERIOR, POR CRANIECTOMIA;2
