PeriodoNum;Procedimiento;CantidadPacientes
201802;010200 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR SOD §;1
201801;010201 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO;1
201803;010201 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO;1
201804;010201 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO;1
201808;010201 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO;3
201811;010201 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO;1
201803;010202 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR POR TREPANACION (SIN CATETER);1
201811;010202 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR POR TREPANACION (SIN CATETER);1
201811;010901 - PUNCIÓN SUBDURAL;1
201805;011101 - BIOPSIA OSEA EN CRANEO POR CRANEOTOMIA +;1
201802;011302 - BIOPSIA ABIERTA (CRANEOTOMIA) DE CEREBRO INCLUYE: BIOPSIA DE REGION PINEAL, TALAMO, CEREBELO O TALLO CEREBRAL;1
201807;011304 - BIOPSIA ESTEREOTAXICA DE CEREBRO INCLUYE: AQUELLA  POR TUMORES SUPRATENTORIALES HEMISFERICOS, INTRACEREBELOSOS, TUMORES DE LINEA MEDIA SUPRATENTORIALES E INFRATENTORIALES, LESIONES EN TRONCO CEREBRAL (EXTRA AXIALES E INTRA AXIALES), LESIONES VENTRICULARES;1
201810;011304 - BIOPSIA ESTEREOTAXICA DE CEREBRO INCLUYE: AQUELLA  POR TUMORES SUPRATENTORIALES HEMISFERICOS, INTRACEREBELOSOS, TUMORES DE LINEA MEDIA SUPRATENTORIALES E INFRATENTORIALES, LESIONES EN TRONCO CEREBRAL (EXTRA AXIALES E INTRA AXIALES), LESIONES VENTRICULARES;1
201812;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;1
201807;012101 - CRANEALIZACION DE SENO FRONTAL;1
201809;012101 - CRANEALIZACION DE SENO FRONTAL;1
201810;012101 - CRANEALIZACION DE SENO FRONTAL;1
201807;012102 - INCISIÓN Y DRENAJE DE SENO FRONTAL;1
201808;012102 - INCISIÓN Y DRENAJE DE SENO FRONTAL;1
201801;012300 - REAPERTURA DE CRANEOTOMIA SOD;2
201803;012300 - REAPERTURA DE CRANEOTOMIA SOD;1
201805;012300 - REAPERTURA DE CRANEOTOMIA SOD;1
201806;012300 - REAPERTURA DE CRANEOTOMIA SOD;1
201807;012300 - REAPERTURA DE CRANEOTOMIA SOD;1
201801;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201801;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;4
201802;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;2
201803;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;5
201804;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;6
201805;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
201806;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
