PeriodoNum;Procedimiento;CantidadPacientes
201410;010100 - PUNCIÓN CISTERNAL SOD §;1
201404;010200 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR SOD §;2
201411;010200 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR SOD §;1
201401;010201 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO;1
201402;010201 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO;1
201401;010900 - OTRA PUNCIÓN CRANEAL SOD §;1
201408;010901 - PUNCIÓN SUBDURAL;1
201405;011100 - BIOPSIA DE CRANEO SOD §;2
201406;011100 - BIOPSIA DE CRANEO SOD §;2
201408;011100 - BIOPSIA DE CRANEO SOD §;1
201410;011302 - BIOPSIA ABIERTA (CRANEOTOMIA) DE CEREBRO INCLUYE: BIOPSIA DE REGION PINEAL, TALAMO, CEREBELO O TALLO CEREBRAL;1
201412;011302 - BIOPSIA ABIERTA (CRANEOTOMIA) DE CEREBRO INCLUYE: BIOPSIA DE REGION PINEAL, TALAMO, CEREBELO O TALLO CEREBRAL;1
201401;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;2
201402;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;2
201403;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;1
201404;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;2
201406;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;2
201407;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;2
201408;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;1
201409;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;3
201410;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;3
201411;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;1
201412;012100 - INCISIÓN Y DRENAJE DE SENO FRONTAL SOD §;3
201402;012101 - CRANEALIZACION DE SENO FRONTAL;1
201407;012101 - CRANEALIZACION DE SENO FRONTAL;1
201401;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201402;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201403;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201404;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;2
201405;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;2
201406;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201407;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;1
201408;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;2
201409;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;2
201411;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;2
201412;012400 - CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD §;3
201401;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;1
201402;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;5
201403;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;1
201404;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;2
201405;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
201406;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
201408;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;4
201409;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
201410;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;4
201411;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
201412;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;7
201404;012402 - DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA;1
201405;012402 - DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA;1
201406;012402 - DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA;1
201411;012402 - DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA;1
201412;012402 - DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA;2
201402;012410 - EXTRACCIÓN DE CUERPO EXTRAÑO INTRACRANEAL, POR CRANEOTOMIA SimultAneo: CUALQUIER ESQUIRLECTOMIA (02.0.2);1
201406;012410 - EXTRACCIÓN DE CUERPO EXTRAÑO INTRACRANEAL, POR CRANEOTOMIA SimultAneo: CUALQUIER ESQUIRLECTOMIA (02.0.2);1
201412;012501 - SECUESTRECTOMIA DE CRANEO, POR CRANIECTOMIA INCLUYE: DESBRIDAMIENTO O CURETAJE (LIMPIEZA) CRANEAL;1
201401;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;2
201402;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;1
201405;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;2
201406;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;2
201407;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;1
