PeriodoNum;Procedimiento;CantidadPacientes
202102;010102 - PUNCIÓN CISTERNAL, VÍA MEDIAL;1
202103;010201 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO;1
202108;010201 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO;2
202102;010202 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR POR TREPANACION (SIN CATETER);1
202102;010901 - PUNCIÓN SUBDURAL;1
202103;010901 - PUNCIÓN SUBDURAL;1
202107;010901 - PUNCIÓN SUBDURAL;1
202104;011302 - BIOPSIA ABIERTA (CRANEOTOMIA) DE CEREBRO INCLUYE: BIOPSIA DE REGION PINEAL, TALAMO, CEREBELO O TALLO CEREBRAL;1
202105;011302 - BIOPSIA ABIERTA (CRANEOTOMIA) DE CEREBRO INCLUYE: BIOPSIA DE REGION PINEAL, TALAMO, CEREBELO O TALLO CEREBRAL;1
202104;012101 - CRANEALIZACION DE SENO FRONTAL;2
202105;012101 - CRANEALIZACION DE SENO FRONTAL;1
202107;012101 - CRANEALIZACION DE SENO FRONTAL;1
202109;012101 - CRANEALIZACION DE SENO FRONTAL;1
202104;012102 - INCISIÓN Y DRENAJE DE SENO FRONTAL;1
202105;012102 - INCISIÓN Y DRENAJE DE SENO FRONTAL;1
202107;012102 - INCISIÓN Y DRENAJE DE SENO FRONTAL;2
202108;012102 - INCISIÓN Y DRENAJE DE SENO FRONTAL;2
202109;012102 - INCISIÓN Y DRENAJE DE SENO FRONTAL;1
202106;012103 - DESFUNCIONALIZACION DE SENO FRONTAL;1
202107;012103 - DESFUNCIONALIZACION DE SENO FRONTAL;1
202101;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
202102;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
202103;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;4
202104;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;8
202105;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
202106;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;2
202107;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;1
202108;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;5
202109;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;1
202110;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
202111;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
202112;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
202103;012402 - DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA;2
202106;012402 - DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA;1
202107;012402 - DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA;1
202108;012402 - DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA;1
202109;012402 - DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA;1
202110;012402 - DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA;1
202101;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);3
202103;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);1
202104;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);1
202105;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);1
202106;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);2
202107;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);5
202108;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);3
202109;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);2
202110;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);2
202111;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);1
202103;012501 - SECUESTRECTOMIA DE CRANEO, POR CRANIECTOMIA INCLUYE: DESBRIDAMIENTO O CURETAJE (LIMPIEZA) CRANEAL;1
202106;012501 - SECUESTRECTOMIA DE CRANEO, POR CRANIECTOMIA INCLUYE: DESBRIDAMIENTO O CURETAJE (LIMPIEZA) CRANEAL;1
202112;012501 - SECUESTRECTOMIA DE CRANEO, POR CRANIECTOMIA INCLUYE: DESBRIDAMIENTO O CURETAJE (LIMPIEZA) CRANEAL;1
202101;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;3
202102;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;5
202103;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;1
202104;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;2
202105;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;2
202106;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;5
202107;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;6
202108;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;5
202109;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;1
202110;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;3
202112;012502 - DRENAJE DE COLECCIÓN EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA +;1
202101;012503 - DRENAJE DE COLECCIÓN EPIDURAL FOSA POSTERIOR, POR CRANIECTOMIA +;1
202104;012503 - DRENAJE DE COLECCIÓN EPIDURAL FOSA POSTERIOR, POR CRANIECTOMIA +;1
202105;012503 - DRENAJE DE COLECCIÓN EPIDURAL FOSA POSTERIOR, POR CRANIECTOMIA +;1
