PeriodoNum;Procedimiento;CantidadPacientes
202006;010201 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO;1
202007;010201 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO;1
202010;010204 - PUNCIÓN [ASPIRACION DE LÍQUIDO] VENTRICULAR, VÍA TRANSFONTANELAR §;1
202010;010205 - PUNCIÓN (ASPIRACIÓN DE LÍQUIDO) VENTRICULAR;1
202002;010901 - PUNCIÓN SUBDURAL;1
202003;010901 - PUNCIÓN SUBDURAL;1
202006;010901 - PUNCIÓN SUBDURAL;1
202008;010901 - PUNCIÓN SUBDURAL;1
202001;012101 - CRANEALIZACION DE SENO FRONTAL;1
202003;012101 - CRANEALIZACION DE SENO FRONTAL;1
202004;012101 - CRANEALIZACION DE SENO FRONTAL;1
202005;012101 - CRANEALIZACION DE SENO FRONTAL;2
202006;012101 - CRANEALIZACION DE SENO FRONTAL;1
202007;012101 - CRANEALIZACION DE SENO FRONTAL;1
202008;012101 - CRANEALIZACION DE SENO FRONTAL;2
202001;012102 - INCISIÓN Y DRENAJE DE SENO FRONTAL;1
202005;012102 - INCISIÓN Y DRENAJE DE SENO FRONTAL;1
202006;012102 - INCISIÓN Y DRENAJE DE SENO FRONTAL;1
202012;012102 - INCISIÓN Y DRENAJE DE SENO FRONTAL;1
202002;012103 - DESFUNCIONALIZACION DE SENO FRONTAL;1
202003;012103 - DESFUNCIONALIZACION DE SENO FRONTAL;1
202001;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;6
202002;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;4
202003;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;2
202004;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;5
202005;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
202006;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
202007;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;4
202008;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
202009;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;4
202010;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;5
202011;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;3
202012;012401 - DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA;1
202002;012402 - DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA;1
202003;012402 - DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA;1
202008;012402 - DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA;2
202011;012402 - DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA;1
202001;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);2
202002;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);1
202003;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);3
202004;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);3
202005;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);2
202006;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);6
202007;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);2
202008;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);3
202009;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);1
202010;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);1
202012;012403 - CRANEOTOMÍA (DESCOMPRESIVA O EXPLORATORIA);4
202004;012501 - SECUESTRECTOMIA DE CRANEO, POR CRANIECTOMIA INCLUYE: DESBRIDAMIENTO O CURETAJE (LIMPIEZA) CRANEAL;1
