PeriodoNum;Prestadores_basicos;CantidadPacientes
201801;0 - NO DEFINIDO;17
201802;0 - NO DEFINIDO;23
201803;0 - NO DEFINIDO;41
201804;0 - NO DEFINIDO;32
201805;0 - NO DEFINIDO;31
201806;0 - NO DEFINIDO;36
201807;0 - NO DEFINIDO;46
201808;0 - NO DEFINIDO;19
201809;0 - NO DEFINIDO;17
201810;0 - NO DEFINIDO;48
201811;0 - NO DEFINIDO;45
201812;0 - NO DEFINIDO;32
201801;050010001201 - INSTITUTO DEL CORAZON;1
201805;050010001201 - INSTITUTO DEL CORAZON;1
201804;050010025201 - UROCLIN LIMITADA;1
201801;050010025901 - GUSTAVO ADOLFO AGUIRRE VELASQUEZ;1
201802;050010031701 - Eduardo  Perez Pinilla;1
201804;050010031701 - Eduardo  Perez Pinilla;1
201809;050010031701 - Eduardo  Perez Pinilla;1
201809;050010104201 - CARLOS FELIPE TRUJOLLI TRUJILLO;1
201804;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201805;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201806;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201807;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201808;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201809;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201810;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;2
201811;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201801;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;19
201802;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;17
201803;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;26
201804;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;41
201805;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;30
201806;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;24
201807;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;15
201808;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;17
201809;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;14
201810;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;16
201811;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;17
201812;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;27
201803;050010115002 - FUNDACION INSTITUTO NEUROLOGICO DE ANTIOQUIA SEDE URABA;1
201805;050010115002 - FUNDACION INSTITUTO NEUROLOGICO DE ANTIOQUIA SEDE URABA;1
201809;050010116601 - JUAN FERNANDO URIBE ARCILA;2
201802;050010118801 - CLINICA DE OTORRINOLARINGOLOGÍA DE ANTIOQUIA S.A - ORLANT SA;1
201808;050010118801 - CLINICA DE OTORRINOLARINGOLOGÍA DE ANTIOQUIA S.A - ORLANT SA;1
201810;050010118801 - CLINICA DE OTORRINOLARINGOLOGÍA DE ANTIOQUIA S.A - ORLANT SA;1
201803;050010119805 - PRODIAGNOSTICO LAS VEGAS;2
201804;050010119805 - PRODIAGNOSTICO LAS VEGAS;3
201805;050010119805 - PRODIAGNOSTICO LAS VEGAS;3
201806;050010119805 - PRODIAGNOSTICO LAS VEGAS;5
201807;050010119805 - PRODIAGNOSTICO LAS VEGAS;5
201808;050010119805 - PRODIAGNOSTICO LAS VEGAS;5
201809;050010119805 - PRODIAGNOSTICO LAS VEGAS;4
201810;050010119805 - PRODIAGNOSTICO LAS VEGAS;5
201811;050010119805 - PRODIAGNOSTICO LAS VEGAS;8
201812;050010119805 - PRODIAGNOSTICO LAS VEGAS;3
201801;050010149801 - CLINICA DE OFTALMOLOGIA SANDIEGO S.A;2
201802;050010149801 - CLINICA DE OFTALMOLOGIA SANDIEGO S.A;2
201805;050010149801 - CLINICA DE OFTALMOLOGIA SANDIEGO S.A;3
201812;050010149801 - CLINICA DE OFTALMOLOGIA SANDIEGO S.A;1
201801;050010153901 - INSTITUTO DEL TORAX S.A.S;1
201804;050010153901 - INSTITUTO DEL TORAX S.A.S;1
201808;050010153901 - INSTITUTO DEL TORAX S.A.S;1
201809;050010153901 - INSTITUTO DEL TORAX S.A.S;2
201811;050010153901 - INSTITUTO DEL TORAX S.A.S;1
201812;050010153901 - INSTITUTO DEL TORAX S.A.S;1
201802;050010161501 - SANTA LUCIA POBLADO;1
201805;050010161501 - SANTA LUCIA POBLADO;2
201806;050010161501 - SANTA LUCIA POBLADO;1
201810;050010161501 - SANTA LUCIA POBLADO;1
201801;050010161513 - SANTA LUCIA BOLIVARIANA;1
201806;050010161513 - SANTA LUCIA BOLIVARIANA;1
201807;050010161513 - SANTA LUCIA BOLIVARIANA;2
201801;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;3
201802;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;2
201803;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;6
201804;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;3
201805;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;3
201806;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;3
201807;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;1
201808;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;1
201809;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;3
201810;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;3
201811;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;2
201812;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;5
201801;050010209202 - CLINICA EL ROSARIO SEDE EL TESORO;1
201803;050010209202 - CLINICA EL ROSARIO SEDE EL TESORO;2
201804;050010209202 - CLINICA EL ROSARIO SEDE EL TESORO;1
201807;050010209202 - CLINICA EL ROSARIO SEDE EL TESORO;3
201809;050010209202 - CLINICA EL ROSARIO SEDE EL TESORO;2
201810;050010209202 - CLINICA EL ROSARIO SEDE EL TESORO;1
201811;050010209202 - CLINICA EL ROSARIO SEDE EL TESORO;2
201812;050010209202 - CLINICA EL ROSARIO SEDE EL TESORO;2
201801;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;4
201802;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;1
201803;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;3
201805;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;4
201806;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;5
201807;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;6
201808;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;5
201809;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;6
201810;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;5
201811;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;8
201812;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;6
201801;050010210401 - HOSPITAL PABLO TOBON URIBE;18
201802;050010210401 - HOSPITAL PABLO TOBON URIBE;15
201803;050010210401 - HOSPITAL PABLO TOBON URIBE;22
201804;050010210401 - HOSPITAL PABLO TOBON URIBE;27
201805;050010210401 - HOSPITAL PABLO TOBON URIBE;18
201806;050010210401 - HOSPITAL PABLO TOBON URIBE;18
201807;050010210401 - HOSPITAL PABLO TOBON URIBE;15
201808;050010210401 - HOSPITAL PABLO TOBON URIBE;19
201809;050010210401 - HOSPITAL PABLO TOBON URIBE;24
201810;050010210401 - HOSPITAL PABLO TOBON URIBE;25
201811;050010210401 - HOSPITAL PABLO TOBON URIBE;19
201812;050010210401 - HOSPITAL PABLO TOBON URIBE;21
201801;050010211001 - CLINICA CARDIO VID;6
201802;050010211001 - CLINICA CARDIO VID;8
201803;050010211001 - CLINICA CARDIO VID;6
201804;050010211001 - CLINICA CARDIO VID;6
201805;050010211001 - CLINICA CARDIO VID;9
201806;050010211001 - CLINICA CARDIO VID;4
201807;050010211001 - CLINICA CARDIO VID;2
201808;050010211001 - CLINICA CARDIO VID;2
201809;050010211001 - CLINICA CARDIO VID;10
201810;050010211001 - CLINICA CARDIO VID;11
201811;050010211001 - CLINICA CARDIO VID;7
201812;050010211001 - CLINICA CARDIO VID;1
201811;050010211002 - Ciudad del Rio;1
201812;050010211002 - Ciudad del Rio;1
201810;050010211801 - CLINICA OFTALMOLÓGICA DE ANTIOQUIA S.A. CLOFAN S.A.;1
201801;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;7
201802;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;5
201803;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;4
201804;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;2
201805;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;5
201806;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;5
201807;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;3
201808;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;2
201809;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;6
201810;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;5
201811;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;6
201812;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;4
201801;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;20
201802;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;13
201803;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;25
201804;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;14
201805;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;12
201806;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;8
201807;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;10
201808;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;3
201809;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;7
201810;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;12
201811;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;10
201812;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;11
201807;050010212404 - CES CARDIOLOGIA;1
201801;050010212601 - CLÍNICA LAS AMERICAS;1
201802;050010212601 - CLÍNICA LAS AMERICAS;2
201803;050010212601 - CLÍNICA LAS AMERICAS;1
201805;050010212601 - CLÍNICA LAS AMERICAS;3
201806;050010212601 - CLÍNICA LAS AMERICAS;3
201807;050010212601 - CLÍNICA LAS AMERICAS;5
201809;050010212601 - CLÍNICA LAS AMERICAS;1
201810;050010212601 - CLÍNICA LAS AMERICAS;3
201811;050010212601 - CLÍNICA LAS AMERICAS;8
201812;050010212601 - CLÍNICA LAS AMERICAS;7
201804;050010213101 - SERVICIO INTEGRADO DE SALUD OCUPACIONAL SISO;1
201801;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;16
201802;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;7
201803;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;9
201804;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;8
201805;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;14
201806;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;14
201807;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;15
201808;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;11
201809;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;11
201810;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;13
201811;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;5
201812;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;11
201801;050010217201 - CLINICA MEDELLIN S.A;4
201802;050010217201 - CLINICA MEDELLIN S.A;2
201803;050010217201 - CLINICA MEDELLIN S.A;3
201804;050010217201 - CLINICA MEDELLIN S.A;1
201805;050010217201 - CLINICA MEDELLIN S.A;1
201806;050010217201 - CLINICA MEDELLIN S.A;1
201807;050010217201 - CLINICA MEDELLIN S.A;1
201808;050010217201 - CLINICA MEDELLIN S.A;1
201809;050010217201 - CLINICA MEDELLIN S.A;1
201810;050010217201 - CLINICA MEDELLIN S.A;5
201811;050010217201 - CLINICA MEDELLIN S.A;1
201801;050010217203 - CLINICA MEDELLIN OCCIDENTE;6
201802;050010217203 - CLINICA MEDELLIN OCCIDENTE;4
201803;050010217203 - CLINICA MEDELLIN OCCIDENTE;2
201804;050010217203 - CLINICA MEDELLIN OCCIDENTE;3
201805;050010217203 - CLINICA MEDELLIN OCCIDENTE;3
201806;050010217203 - CLINICA MEDELLIN OCCIDENTE;3
201807;050010217203 - CLINICA MEDELLIN OCCIDENTE;3
201808;050010217203 - CLINICA MEDELLIN OCCIDENTE;2
201809;050010217203 - CLINICA MEDELLIN OCCIDENTE;2
201810;050010217203 - CLINICA MEDELLIN OCCIDENTE;1
201811;050010217203 - CLINICA MEDELLIN OCCIDENTE;6
201812;050010217203 - CLINICA MEDELLIN OCCIDENTE;6
201801;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;12
201802;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;8
201803;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;11
201804;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;15
201805;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;11
201806;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;15
201807;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;11
201808;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;6
201809;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;6
201810;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;8
201811;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;7
201812;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;8
201801;050010217801 - SEDE ADMINISTRATIVA EDIFICIO SACATIN;6
201802;050010217801 - SEDE ADMINISTRATIVA EDIFICIO SACATIN;8
201803;050010217801 - SEDE ADMINISTRATIVA EDIFICIO SACATIN;6
201804;050010217801 - SEDE ADMINISTRATIVA EDIFICIO SACATIN;6
201805;050010217801 - SEDE ADMINISTRATIVA EDIFICIO SACATIN;4
201806;050010217801 - SEDE ADMINISTRATIVA EDIFICIO SACATIN;5
201807;050010217801 - SEDE ADMINISTRATIVA EDIFICIO SACATIN;9
201808;050010217801 - SEDE ADMINISTRATIVA EDIFICIO SACATIN;6
201809;050010217801 - SEDE ADMINISTRATIVA EDIFICIO SACATIN;8
201811;050010217801 - SEDE ADMINISTRATIVA EDIFICIO SACATIN;8
201812;050010217801 - SEDE ADMINISTRATIVA EDIFICIO SACATIN;5
201807;050010217802 - UNIDAD HOSPITALARIA DE BELEN HECTOR ABAD GOMEZ;1
201808;050010217807 - UNIDAD HOSPITALARIA DOCE DE OCTUBRE LUIS CARLOS GALAN SARMIENTO;1
201801;050010217808 - UNIDAD HOSPITALARIA DE CASTILLA JAIME TOBON ARBELAEZ;1
201803;050010217808 - UNIDAD HOSPITALARIA DE CASTILLA JAIME TOBON ARBELAEZ;1
201807;050010217808 - UNIDAD HOSPITALARIA DE CASTILLA JAIME TOBON ARBELAEZ;1
201803;050010217843 - CENTRO DE SALUD SANTA ROSA DE LIMA;1
201803;050010217851 - CENTRO DE SALUD EL LIMONAR;1
201810;050010217857 - UNIDAD HOSPITALARIA SANTA CRUZ VÍCTOR CÁRDENAS JARAMILLO;1
201810;050010217861 - UNIDAD HOSPITALARIA NUEVO OCCIDENTE;1
201810;050010242101 - DEPARTAMENTO DE RADIOLOGIA S.A;1
201812;050010242101 - DEPARTAMENTO DE RADIOLOGIA S.A;1
201801;050010251401 - CENTRO DE MEDICINA DEL EJERCICIO Y REHABILITACION CARDIACA S A CEMDE S A;1
201805;050010251401 - CENTRO DE MEDICINA DEL EJERCICIO Y REHABILITACION CARDIACA S A CEMDE S A;2
201807;050010251401 - CENTRO DE MEDICINA DEL EJERCICIO Y REHABILITACION CARDIACA S A CEMDE S A;1
201812;050010251401 - CENTRO DE MEDICINA DEL EJERCICIO Y REHABILITACION CARDIACA S A CEMDE S A;1
201805;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;2
201809;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;1
201810;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;1
201812;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;1
201804;050010280301 - ADOLFO RAUL CUMPLIDO POSADA;1
201805;050010280301 - ADOLFO RAUL CUMPLIDO POSADA;2
201806;050010280301 - ADOLFO RAUL CUMPLIDO POSADA;1
201811;050010280301 - ADOLFO RAUL CUMPLIDO POSADA;2
