PeriodoNum;Prestadores_basicos;CantidadPacientes
202001;0 - NO DEFINIDO;32
202002;0 - NO DEFINIDO;1
202004;0 - NO DEFINIDO;36
202005;0 - NO DEFINIDO;23
202006;0 - NO DEFINIDO;37
202007;0 - NO DEFINIDO;48
202008;0 - NO DEFINIDO;1
202009;0 - NO DEFINIDO;45
202010;0 - NO DEFINIDO;49
202011;0 - NO DEFINIDO;49
202012;0 - NO DEFINIDO;1
202007;050010001201 - INSTITUTO DEL CORAZON;2
202008;050010001201 - INSTITUTO DEL CORAZON;2
202011;050010001201 - INSTITUTO DEL CORAZON;1
202012;050010001201 - INSTITUTO DEL CORAZON;1
202011;050010025201 - UROCLIN LIMITADA;1
202012;050010025204 - UROCLIN PRADO;1
202002;050010030201 - EMPRESA DE MEDICINA INTEGRAL EMI S.A.S. SERVICIO DE AMBULANCIA PREPAGADA SIGLA GRUPO EMI S.A.S.;1
202010;050010030201 - EMPRESA DE MEDICINA INTEGRAL EMI S.A.S. SERVICIO DE AMBULANCIA PREPAGADA SIGLA GRUPO EMI S.A.S.;5
202001;050010031801 - LUIS VICENTE SYRO MORENO;1
202004;050010031801 - LUIS VICENTE SYRO MORENO;1
202007;050010031801 - LUIS VICENTE SYRO MORENO;1
202010;050010031801 - LUIS VICENTE SYRO MORENO;1
202012;050010031801 - LUIS VICENTE SYRO MORENO;1
202008;050010063001 - SERGIO RODRIGO ANGEL BEDOYA;1
202012;050010089801 - LUIS IGNACIO ANDRES TOBON ACOSTA;1
202011;050010093501 - JUAN FERNANDO CALLE LEMOS;1
202001;050010111201 - maria cristina lotero acevedo;1
202001;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
202002;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;2
202007;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;2
202009;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;2
202010;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
202011;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
202002;050010114301 - ORLANDO  GARCES PICÓN;1
202001;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;35
202002;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;54
202003;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;28
202004;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;10
202005;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;17
