PeriodoNum;Prestadores_basicos;CantidadPacientes
201401;0 - NO DEFINIDO;22
201402;0 - NO DEFINIDO;17
201403;0 - NO DEFINIDO;18
201404;0 - NO DEFINIDO;28
201405;0 - NO DEFINIDO;22
201406;0 - NO DEFINIDO;23
201407;0 - NO DEFINIDO;31
201408;0 - NO DEFINIDO;27
201409;0 - NO DEFINIDO;25
201410;0 - NO DEFINIDO;20
201411;0 - NO DEFINIDO;18
201412;0 - NO DEFINIDO;54
201403;050010001201 - INSTITUTO DEL CORAZON;2
201404;050010001201 - INSTITUTO DEL CORAZON;1
201407;050010001201 - INSTITUTO DEL CORAZON;1
201401;050010008301 - GUSTAVO ADOLFO CALLE VELASQUEZ;1
201404;050010016701 - REHABILITAMOS S.A.S;1
201407;050010016701 - REHABILITAMOS S.A.S;1
201408;050010016701 - REHABILITAMOS S.A.S;2
201409;050010016701 - REHABILITAMOS S.A.S;1
201411;050010016701 - REHABILITAMOS S.A.S;1
201402;050010025201 - UROCLIN LIMITADA;1
201410;050010031701 - Eduardo  Perez Pinilla;1
201408;050010103901 - ARMANDO MUÑOZ CALLE;2
201409;050010103901 - ARMANDO MUÑOZ CALLE;1
201401;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;7
201402;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;2
201403;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;4
201404;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;2
201405;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;4
201406;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;3
201407;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;2
201408;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;2
201409;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;3
201410;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;3
201411;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;4
201412;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;3
201409;0500101150 - FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA;1
201412;0500101150 - FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA;1
201401;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;47
201402;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;50
201403;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;64
