PeriodoNum;Prestadores_basicos;CantidadPacientes
201601;0 - NO DEFINIDO;26
201602;0 - NO DEFINIDO;33
201603;0 - NO DEFINIDO;5
201604;0 - NO DEFINIDO;41
201605;0 - NO DEFINIDO;32
201606;0 - NO DEFINIDO;4
201607;0 - NO DEFINIDO;11
201608;0 - NO DEFINIDO;9
201609;0 - NO DEFINIDO;27
201610;0 - NO DEFINIDO;25
201611;0 - NO DEFINIDO;24
201612;0 - NO DEFINIDO;19
201602;050010000201 - CRISTIAN DE JESUS CORREA CALLE;2
201609;050010000201 - CRISTIAN DE JESUS CORREA CALLE;1
201610;050010000201 - CRISTIAN DE JESUS CORREA CALLE;1
201611;050010000201 - CRISTIAN DE JESUS CORREA CALLE;2
201608;050010001201 - INSTITUTO DEL CORAZON;1
201610;050010001201 - INSTITUTO DEL CORAZON;1
201602;050010016701 - REHABILITAMOS S.A.S;2
201603;050010016701 - REHABILITAMOS S.A.S;1
201605;050010016701 - REHABILITAMOS S.A.S;2
201607;050010016701 - REHABILITAMOS S.A.S;1
201609;050010039501 - CARLOS ARTURO RESTREPO JARAMILLO;1
201612;050010039701 - ANGELA  MARIA CALLE  LEMOS;2
201608;050010043501 - MANUEL JOSE VELASQUEZ RESTREPO;1
201601;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201603;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201604;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;3
201605;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201606;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;2
201608;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201609;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;2
201610;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201601;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;15
201602;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;14
201603;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;29
201604;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;19
201605;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;45
201606;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;43
201607;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;30
201608;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;43
201609;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;52
201610;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;33
201611;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;16
201612;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;15
201610;050010115002 - FUNDACION INSTITUTO NEUROLOGICO DE ANTIOQUIA SEDE URABA;1
201606;050010118801 - CLINICA DE OTORRINOLARINGOLOGÍA DE ANTIOQUIA S.A - ORLANT SA;1
201609;050010118801 - CLINICA DE OTORRINOLARINGOLOGÍA DE ANTIOQUIA S.A - ORLANT SA;1
201611;050010118801 - CLINICA DE OTORRINOLARINGOLOGÍA DE ANTIOQUIA S.A - ORLANT SA;1
201603;050010119803 - PRODIAGNOSTICO CENTRAL;5
201610;050010119803 - PRODIAGNOSTICO CENTRAL;1
201611;050010119803 - PRODIAGNOSTICO CENTRAL;1
201601;050010149801 - CLINICA DE OFTALMOLOGIA SANDIEGO S.A;1
201602;050010149801 - CLINICA DE OFTALMOLOGIA SANDIEGO S.A;1
201603;050010149801 - CLINICA DE OFTALMOLOGIA SANDIEGO S.A;1
201612;050010149801 - CLINICA DE OFTALMOLOGIA SANDIEGO S.A;2
201605;050010150401 - CENTRO DE ORTOPEDIA DEL POBLADO S.A.S.;1
201603;050010153901 - INSTITUTO DEL TORAX S.A.S;1
201604;050010153901 - INSTITUTO DEL TORAX S.A.S;3
