PeriodoNum;Prestadores_basicos;CantidadPacientes
201701;0 - NO DEFINIDO;35
201702;0 - NO DEFINIDO;15
201703;0 - NO DEFINIDO;20
201704;0 - NO DEFINIDO;32
201705;0 - NO DEFINIDO;45
201706;0 - NO DEFINIDO;44
201707;0 - NO DEFINIDO;22
201708;0 - NO DEFINIDO;14
201709;0 - NO DEFINIDO;4
201701;050010000201 - CRISTIAN DE JESUS CORREA CALLE;2
201702;050010000201 - CRISTIAN DE JESUS CORREA CALLE;1
201703;050010000201 - CRISTIAN DE JESUS CORREA CALLE;10
201704;050010000201 - CRISTIAN DE JESUS CORREA CALLE;5
201705;050010000201 - CRISTIAN DE JESUS CORREA CALLE;1
201706;050010000201 - CRISTIAN DE JESUS CORREA CALLE;5
201707;050010000201 - CRISTIAN DE JESUS CORREA CALLE;1
201701;050010001201 - INSTITUTO DEL CORAZON;1
201705;050010001201 - INSTITUTO DEL CORAZON;1
201711;050010001201 - INSTITUTO DEL CORAZON;1
201706;050010004901 - Blanca Oliva Yepes Yepes;1
201706;050010015301 - JOSE OMAR ESTRADA RESTREPO;1
201702;050010031701 - Eduardo  Perez Pinilla;1
201703;050010064401 - GONZALO  CORREA ARANGO;1
201703;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;4
201705;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;2
201707;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;2
201708;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201709;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201710;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201701;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;14
201702;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;8
201703;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;21
201704;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;11
201705;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;12
201706;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;18
201707;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;12
201708;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;12
201709;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;16
201710;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;21
201711;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;21
201712;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;15
201709;050010119805 - PRODIAGNOSTICO LAS VEGAS;1
201710;050010119805 - PRODIAGNOSTICO LAS VEGAS;2
201712;050010119805 - PRODIAGNOSTICO LAS VEGAS;3
201705;050010149801 - CLINICA DE OFTALMOLOGIA SANDIEGO S.A;1
201707;050010149801 - CLINICA DE OFTALMOLOGIA SANDIEGO S.A;1
201711;050010149801 - CLINICA DE OFTALMOLOGIA SANDIEGO S.A;1
201709;050010150401 - CENTRO DE ORTOPEDIA DEL POBLADO S.A.S.;1
201705;050010153901 - INSTITUTO DEL TORAX S.A.S;3
201706;050010153901 - INSTITUTO DEL TORAX S.A.S;1
201707;050010153901 - INSTITUTO DEL TORAX S.A.S;1
201708;050010153901 - INSTITUTO DEL TORAX S.A.S;1
201709;050010153901 - INSTITUTO DEL TORAX S.A.S;1
201711;050010153901 - INSTITUTO DEL TORAX S.A.S;1
201712;050010153901 - INSTITUTO DEL TORAX S.A.S;1
201702;050010161501 - SANTA LUCIA POBLADO;1
201703;050010161501 - SANTA LUCIA POBLADO;1
201704;050010161501 - SANTA LUCIA POBLADO;2
201710;050010161501 - SANTA LUCIA POBLADO;2
201702;050010161513 - SANTA LUCIA BOLIVARIANA;1
201703;050010161513 - SANTA LUCIA BOLIVARIANA;1
201706;050010161513 - SANTA LUCIA BOLIVARIANA;1
201707;050010161513 - SANTA LUCIA BOLIVARIANA;1
201708;050010161513 - SANTA LUCIA BOLIVARIANA;1
201709;050010161513 - SANTA LUCIA BOLIVARIANA;1
201702;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;2
201703;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;3
201705;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;2
201706;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;7
201707;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;2
201709;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;3
201710;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;2
201711;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;2
201712;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;3
201701;050010209202 - CLINICA EL ROSARIO SEDE EL TESORO;2
201702;050010209202 - CLINICA EL ROSARIO SEDE EL TESORO;1
