PeriodoNum;Prestadores_basicos;CantidadPacientes
201901;0 - NO DEFINIDO;2
201902;0 - NO DEFINIDO;35
201903;0 - NO DEFINIDO;30
201904;0 - NO DEFINIDO;37
201905;0 - NO DEFINIDO;45
201906;0 - NO DEFINIDO;55
201907;0 - NO DEFINIDO;57
201908;0 - NO DEFINIDO;49
201911;0 - NO DEFINIDO;38
201912;0 - NO DEFINIDO;31
201909;050010025201 - UROCLIN LIMITADA;1
201903;050010031801 - LUIS VICENTE SYRO MORENO;1
201907;050010031801 - LUIS VICENTE SYRO MORENO;1
201909;050010031801 - LUIS VICENTE SYRO MORENO;2
201904;050010047301 - CARLOS MARIO BLANDON BARRENECHE;1
201904;050010061701 - LUIS SANTIAGO MEJIA MEJIA;1
201901;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201902;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;4
201904;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201905;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;2
201906;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201907;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201909;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;2
201911;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201912;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201901;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;20
201902;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;23
201903;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;34
201904;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;25
201905;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;27
201906;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;36
201907;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;53
201908;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;63
201909;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;76
201910;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;61
201911;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;56
201912;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;32
201906;050010115002 - FUNDACION INSTITUTO NEUROLOGICO DE ANTIOQUIA SEDE URABA;1
201903;050010118801 - CLINICA DE OTORRINOLARINGOLOGÍA DE ANTIOQUIA S.A - ORLANT SA;1
201904;050010118801 - CLINICA DE OTORRINOLARINGOLOGÍA DE ANTIOQUIA S.A - ORLANT SA;1
201905;050010118801 - CLINICA DE OTORRINOLARINGOLOGÍA DE ANTIOQUIA S.A - ORLANT SA;1
201907;050010118801 - CLINICA DE OTORRINOLARINGOLOGÍA DE ANTIOQUIA S.A - ORLANT SA;1
201908;050010118801 - CLINICA DE OTORRINOLARINGOLOGÍA DE ANTIOQUIA S.A - ORLANT SA;1
201909;050010119803 - PRODIAGNOSTICO CENTRAL;1
