PeriodoNum;Administradora;CantidadPacientes
201101;0 - NO DEFINIDO;1
201109;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;44
201110;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;59
201111;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;29
201112;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;32
201105;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;1
201106;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;1
201107;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;2
201108;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;3
201109;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;1
201110;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;5
201111;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;2
201112;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;2
201111;08000 - DIRECCION SECCIONAL DE SALUD DEL ATLANTI;1
201101;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;73
201102;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;81
201103;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;99
201104;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;91
201105;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;102
201106;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;102
201107;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;95
201108;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;84
201109;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;59
201110;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;65
201111;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;48
201112;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;44
201102;13000 - DIRECCIÓN DEPARTAMENTAL DE SALUD DE BOLÍ;1
201104;13000 - DIRECCIÓN DEPARTAMENTAL DE SALUD DE BOLÍ;1
201108;13000 - DIRECCIÓN DEPARTAMENTAL DE SALUD DE BOLÍ;1
201112;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;1
201101;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;1
201104;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;2
201105;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;2
201106;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;1
201107;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;2
201108;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;2
201109;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;2
201110;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;3
201112;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;1
201102;13-7 - ASEG COMPAÑIA AGRICOLA DE SEGUROS S.A.;1
201102;13-9 - CENTRAL DE SEGUROS;1
201109;13-9 - CENTRAL DE SEGUROS;1
201111;14-10 - GENERALI COLOMBIA VIDA COMPAÑIA DE SEGUR;1
201112;14-13 - ASEG AIG COLOMBIA SEGUROS DE VIDA S.A;1
201101;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;29
201102;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;34
201103;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;28
201104;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;32
201105;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;35
201106;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;28
201107;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;23
201108;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;1
201109;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;4
201110;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;1
201105;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;2
201108;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;1
201109;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;1
201110;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;2
201111;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;5
201112;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;15
201111;20000 - DIRECCION DEPARTAMENTAL DE SALUD DE CESA;2
201112;20000 - DIRECCION DEPARTAMENTAL DE SALUD DE CESA;1
201104;23000 - DIRECCION DEPARTAMENTAL DE SALUD DE CORD;2
201106;23000 - DIRECCION DEPARTAMENTAL DE SALUD DE CORD;2
201112;23000 - DIRECCION DEPARTAMENTAL DE SALUD DE CORD;2
201101;25000 - DIRECCION DEPARTAMENTAL DE SALUD DE CUND;10
201102;25000 - DIRECCION DEPARTAMENTAL DE SALUD DE CUND;10
201103;25000 - DIRECCION DEPARTAMENTAL DE SALUD DE CUND;8
201104;25000 - DIRECCION DEPARTAMENTAL DE SALUD DE CUND;11
201105;25000 - DIRECCION DEPARTAMENTAL DE SALUD DE CUND;12
201106;25000 - DIRECCION DEPARTAMENTAL DE SALUD DE CUND;4
201107;25000 - DIRECCION DEPARTAMENTAL DE SALUD DE CUND;8
201108;25000 - DIRECCION DEPARTAMENTAL DE SALUD DE CUND;7
201109;25000 - DIRECCION DEPARTAMENTAL DE SALUD DE CUND;6
201110;25000 - DIRECCION DEPARTAMENTAL DE SALUD DE CUND;10
201111;25000 - DIRECCION DEPARTAMENTAL DE SALUD DE CUND;2
201112;25000 - DIRECCION DEPARTAMENTAL DE SALUD DE CUND;2
201101;41000 - DIRECCION DEPARTAMENTAL DE SALUD DE HUIL;3
201102;41000 - DIRECCION DEPARTAMENTAL DE SALUD DE HUIL;4
201103;41000 - DIRECCION DEPARTAMENTAL DE SALUD DE HUIL;5
201104;41000 - DIRECCION DEPARTAMENTAL DE SALUD DE HUIL;2
201105;41000 - DIRECCION DEPARTAMENTAL DE SALUD DE HUIL;3
201106;41000 - DIRECCION DEPARTAMENTAL DE SALUD DE HUIL;2
201107;41000 - DIRECCION DEPARTAMENTAL DE SALUD DE HUIL;5
201108;41000 - DIRECCION DEPARTAMENTAL DE SALUD DE HUIL;12
201109;41000 - DIRECCION DEPARTAMENTAL DE SALUD DE HUIL;8
201110;41000 - DIRECCION DEPARTAMENTAL DE SALUD DE HUIL;8
201111;41000 - DIRECCION DEPARTAMENTAL DE SALUD DE HUIL;4
201109;47000 - DIRECCION DEPARTAMENTAL DE SALUD DE MAGD;1
201110;47000 - DIRECCION DEPARTAMENTAL DE SALUD DE MAGD;1
201101;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;1
201102;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;3
201103;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;6
201104;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;2
201105;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;2
201106;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;3
201107;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;4
201108;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;2
201109;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;2
201110;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;3
201111;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;1
