PeriodoNum;Administradora;CantidadPacientes
201004;0 - NO DEFINIDO;1
201006;0 - NO DEFINIDO;1
201010;0 - NO DEFINIDO;1
201001;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;41
201002;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;47
201003;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;54
201004;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;32
201005;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;27
201006;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;31
201007;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;42
201008;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;44
201009;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;65
201010;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;35
201011;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;45
201012;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;34
201004;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;1
201005;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;1
201007;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;2
201008;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;4
201010;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;1
201011;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;2
201012;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;1
201001;05266 - DIRECCION LOCAL DE SALUD DE ENVIGADO;1
201005;05266 - DIRECCION LOCAL DE SALUD DE ENVIGADO;3
201006;05266 - DIRECCION LOCAL DE SALUD DE ENVIGADO;2
201007;08000 - DIRECCION SECCIONAL DE SALUD DEL ATLANTI;1
201011;08000 - DIRECCION SECCIONAL DE SALUD DEL ATLANTI;1
201001;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;75
201002;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;76
201003;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;74
201004;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;68
201005;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;70
201006;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;59
201007;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;6
201008;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;12
201009;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;19
201010;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;19
201011;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;33
201012;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;26
201007;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;1
201011;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;1
201012;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;1
201001;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;1
201002;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;1
201007;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;1
201008;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;3
201012;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;2
201001;13-9 - CENTRAL DE SEGUROS;1
201002;13-9 - CENTRAL DE SEGUROS;1
201003;13-9 - CENTRAL DE SEGUROS;1
201004;13-9 - CENTRAL DE SEGUROS;1
201005;13-9 - CENTRAL DE SEGUROS;1
201008;13-9 - CENTRAL DE SEGUROS;1
201011;13-9 - CENTRAL DE SEGUROS;1
201007;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;1
201001;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;34
201002;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;32
201003;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;38
201004;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;23
201005;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;43
201006;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;36
201007;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;44
201008;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;28
201009;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;30
201010;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;13
201011;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;16
201012;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;1
201001;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;14
201002;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;14
201003;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;11
201004;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;2
201006;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;2
201007;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;1
201001;25000 - DIRECCION DEPARTAMENTAL DE SALUD DE CUND;5
201002;25000 - DIRECCION DEPARTAMENTAL DE SALUD DE CUND;1
201005;25000 - DIRECCION DEPARTAMENTAL DE SALUD DE CUND;2
201008;41000 - DIRECCION DEPARTAMENTAL DE SALUD DE HUIL;2
201009;41000 - DIRECCION DEPARTAMENTAL DE SALUD DE HUIL;1
201010;41000 - DIRECCION DEPARTAMENTAL DE SALUD DE HUIL;2
201011;41000 - DIRECCION DEPARTAMENTAL DE SALUD DE HUIL;4
201012;41000 - DIRECCION DEPARTAMENTAL DE SALUD DE HUIL;2
201005;41001 - DIRECCION LOCAL DE SALUD  DE NEIVA - HUI;2
201008;41001 - DIRECCION LOCAL DE SALUD  DE NEIVA - HUI;1
201001;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;2
201002;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;4
201003;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;6
201004;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;3
201006;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;6
201007;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;2
201008;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;8
201009;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;4
201010;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;3
201011;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;5
201012;50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META;3
201001;52000 - DIRECCION DEPARTAMENTAL DE SALUD DE NARI;34
201001;63000 - DIRECCION DEPARTAMENTAL DE SALUD DE QUIN;4
201002;63000 - DIRECCION DEPARTAMENTAL DE SALUD DE QUIN;4
201003;63000 - DIRECCION DEPARTAMENTAL DE SALUD DE QUIN;4
201004;63000 - DIRECCION DEPARTAMENTAL DE SALUD DE QUIN;4
201005;63000 - DIRECCION DEPARTAMENTAL DE SALUD DE QUIN;3
201012;63000 - DIRECCION DEPARTAMENTAL DE SALUD DE QUIN;1
201004;63001 - DIRECCION MUNICIPAL DE SALUD DE ARMENIA;2
201005;63001 - DIRECCION MUNICIPAL DE SALUD DE ARMENIA;1
201006;63001 - DIRECCION MUNICIPAL DE SALUD DE ARMENIA;1
201010;63001 - DIRECCION MUNICIPAL DE SALUD DE ARMENIA;1
201001;68000 - DIRECCION DEPARTAMENTAL DE SALUD DE SANT;11
201005;68000 - DIRECCION DEPARTAMENTAL DE SALUD DE SANT;3
201006;68000 - DIRECCION DEPARTAMENTAL DE SALUD DE SANT;3
201001;73000 - DIRECCION DEPARTAMENTAL DE SALUD DE TOLI;8
201002;73000 - DIRECCION DEPARTAMENTAL DE SALUD DE TOLI;8
201003;73000 - DIRECCION DEPARTAMENTAL DE SALUD DE TOLI;11
201004;73000 - DIRECCION DEPARTAMENTAL DE SALUD DE TOLI;9
201005;73000 - DIRECCION DEPARTAMENTAL DE SALUD DE TOLI;7
201006;73000 - DIRECCION DEPARTAMENTAL DE SALUD DE TOLI;12
