PeriodoNum;Administradora;CantidadPacientes
201701;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;6
201702;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;7
201703;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;5
201704;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;2
201706;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;2
201708;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;7
201709;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;6
201710;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;2
201711;05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU;1
201702;05001 - SECRETARIA MUNICIPAL DE MEDELLIN;1
201704;05001 - SECRETARIA MUNICIPAL DE MEDELLIN;2
201707;05001 - SECRETARIA MUNICIPAL DE MEDELLIN;1
201710;05001 - SECRETARIA MUNICIPAL DE MEDELLIN;8
201706;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;1
201708;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;1
201711;05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA;1
201704;05266 - DIRECCION LOCAL DE SALUD DE ENVIGADO;1
201708;05266 - DIRECCION LOCAL DE SALUD DE ENVIGADO;1
201712;05360 - DIRECCION MUNICIPAL DE SALUD DE ITAGUI;1
201703;05440 - DIRECCION MUNICIPAL DE SALUD DE MARINILL;1
201706;05890 - DIRECCION MUNICIPAL DE SALUD DE YOLOMBO;1
201709;08000 - DIRECCION SECCIONAL DE SALUD DEL ATLANTI;3
201710;08000 - DIRECCION SECCIONAL DE SALUD DEL ATLANTI;1
201701;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;9
201702;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;8
201703;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;5
201704;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;14
201705;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;9
201706;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;6
201707;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;10
201708;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;8
201709;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;3
201710;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;5
201711;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;13
201712;11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ;7
201707;13-1 - COLSEGUROS S. A.;1
201701;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;1
201702;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;2
201703;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;1
201705;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;1
201706;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;1
201707;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;1
201708;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;1
201709;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;3
201710;13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.;3
201701;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;1
201702;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;3
201703;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;2
201704;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;3
201705;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;1
201707;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;1
201708;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;1
201709;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;5
201710;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;4
201711;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;2
201712;13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.;3
201701;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;1
201703;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;4
201705;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;4
201706;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;2
201707;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;2
201708;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;3
201709;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;1
201710;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;4
201711;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;5
201712;13-24 - LA PREVISORA S.A. COMPAÑIA DE SEGUROS;3
201707;13-26 - MAPFRE SEGUROS GENERALES DE COLOMBIA S.A;1
201711;13-26 - MAPFRE SEGUROS GENERALES DE COLOMBIA S.A;1
201701;13-27 - ASEG SEGUROS COMERCIALES BOLÍVAR S.A.;3
201704;13-27 - ASEG SEGUROS COMERCIALES BOLÍVAR S.A.;4
201705;13-27 - ASEG SEGUROS COMERCIALES BOLÍVAR S.A.;3
201706;13-27 - ASEG SEGUROS COMERCIALES BOLÍVAR S.A.;3
201707;13-27 - ASEG SEGUROS COMERCIALES BOLÍVAR S.A.;1
201708;13-27 - ASEG SEGUROS COMERCIALES BOLÍVAR S.A.;1
201709;13-27 - ASEG SEGUROS COMERCIALES BOLÍVAR S.A.;2
201712;13-27 - ASEG SEGUROS COMERCIALES BOLÍVAR S.A.;1
201701;13-29 - SEGUROS DEL ESTADO S.A.;10
201702;13-29 - SEGUROS DEL ESTADO S.A.;7
201703;13-29 - SEGUROS DEL ESTADO S.A.;4
201704;13-29 - SEGUROS DEL ESTADO S.A.;4
201705;13-29 - SEGUROS DEL ESTADO S.A.;2
201706;13-29 - SEGUROS DEL ESTADO S.A.;20
201707;13-29 - SEGUROS DEL ESTADO S.A.;18
201708;13-29 - SEGUROS DEL ESTADO S.A.;7
201709;13-29 - SEGUROS DEL ESTADO S.A.;1
201710;13-29 - SEGUROS DEL ESTADO S.A.;6
201711;13-29 - SEGUROS DEL ESTADO S.A.;1
201712;13-29 - SEGUROS DEL ESTADO S.A.;4
201702;13-33 - LIBERTY SEGUROS S.A.;1
201704;13-33 - LIBERTY SEGUROS S.A.;1
201705;13-33 - LIBERTY SEGUROS S.A.;2
201706;13-33 - LIBERTY SEGUROS S.A.;2
201710;13-33 - LIBERTY SEGUROS S.A.;1
201701;13-44 - CARDIF COLOMBIA SEGUROS GENERALES S.A.;1
201701;13-6 - SEGUROS COLPATRIA S.A.;2
201702;13-6 - SEGUROS COLPATRIA S.A.;1
201704;13-6 - SEGUROS COLPATRIA S.A.;1
201706;13-6 - SEGUROS COLPATRIA S.A.;2
201708;13-6 - SEGUROS COLPATRIA S.A.;1
201710;13-6 - SEGUROS COLPATRIA S.A.;1
201712;13-6 - SEGUROS COLPATRIA S.A.;1
201701;13-9 - CENTRAL DE SEGUROS;2
201702;13-9 - CENTRAL DE SEGUROS;2
201703;13-9 - CENTRAL DE SEGUROS;3
201704;13-9 - CENTRAL DE SEGUROS;3
201705;13-9 - CENTRAL DE SEGUROS;3
201706;13-9 - CENTRAL DE SEGUROS;1
201707;13-9 - CENTRAL DE SEGUROS;2
201708;13-9 - CENTRAL DE SEGUROS;3
201709;13-9 - CENTRAL DE SEGUROS;1
201712;13-9 - CENTRAL DE SEGUROS;2
201703;14-1 - COLSEGUROS;3
201704;14-1 - COLSEGUROS;4
201705;14-1 - COLSEGUROS;3
201706;14-1 - COLSEGUROS;1
201707;14-1 - COLSEGUROS;2
201708;14-1 - COLSEGUROS;3
201709;14-1 - COLSEGUROS;3
201710;14-1 - COLSEGUROS;1
201704;14-10 - GENERALI COLOMBIA VIDA COMPAÑIA DE SEGUR;1
201705;14-10 - GENERALI COLOMBIA VIDA COMPAÑIA DE SEGUR;1
201706;14-10 - GENERALI COLOMBIA VIDA COMPAÑIA DE SEGUR;1
201707;14-10 - GENERALI COLOMBIA VIDA COMPAÑIA DE SEGUR;1
201705;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;2
201706;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;4
201707;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;2
201708;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;2
201709;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;2
201710;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;3
201711;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;11
201712;14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.;6
201703;14-23 - POSITIVA;1
201709;14-23 - POSITIVA;2
201702;14-28 - SURAMERICANA;1
201705;14-28 - SURAMERICANA;1
201706;14-28 - SURAMERICANA;1
201708;14-28 - SURAMERICANA;2
201709;14-28 - SURAMERICANA;1
201708;14-29 - LA EQUIDAD;1
201702;14-30 - MAPFRE;1
201703;14-30 - MAPFRE;1
201705;14-30 - MAPFRE;1
201710;14-30 - MAPFRE;1
201704;14-4 - COLPATRIA;1
201706;14-4 - COLPATRIA;1
201710;14-4 - COLPATRIA;2
201711;14-4 - COLPATRIA;4
201701;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;1
201702;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;1
201703;15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA;1
201701;15-1 - LA EQUIDAD SEGUROS GENERALES ORGANISMO C;2
201702;15-1 - LA EQUIDAD SEGUROS GENERALES ORGANISMO C;3
201703;15-1 - LA EQUIDAD SEGUROS GENERALES ORGANISMO C;1
201704;15-1 - LA EQUIDAD SEGUROS GENERALES ORGANISMO C;2
201705;15-1 - LA EQUIDAD SEGUROS GENERALES ORGANISMO C;3
201706;15-1 - LA EQUIDAD SEGUROS GENERALES ORGANISMO C;2
201712;15-1 - LA EQUIDAD SEGUROS GENERALES ORGANISMO C;1
201701;17000 - DIRECCION DEPARTAMENTAL DE SALUD DE CALD;2
201703;17000 - DIRECCION DEPARTAMENTAL DE SALUD DE CALD;1
201704;17000 - DIRECCION DEPARTAMENTAL DE SALUD DE CALD;1
201707;17000 - DIRECCION DEPARTAMENTAL DE SALUD DE CALD;2
201708;17000 - DIRECCION DEPARTAMENTAL DE SALUD DE CALD;1
201709;17000 - DIRECCION DEPARTAMENTAL DE SALUD DE CALD;1
201706;18000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAQU;1
201703;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;2
201704;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;1
201705;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;1
201706;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;2
201707;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;2
201708;19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC;1
