PeriodoNum;SeguridadSocial;CantidadPacientes
201301;0 - NO DEFINIDO;17
201302;0 - NO DEFINIDO;19
201303;0 - NO DEFINIDO;20
201304;0 - NO DEFINIDO;18
201305;0 - NO DEFINIDO;27
201306;0 - NO DEFINIDO;29
201307;0 - NO DEFINIDO;39
201308;0 - NO DEFINIDO;39
201309;0 - NO DEFINIDO;51
201310;0 - NO DEFINIDO;65
201311;0 - NO DEFINIDO;74
201312;0 - NO DEFINIDO;53
201301;1 - CONTRIBUTIVO;1085
201302;1 - CONTRIBUTIVO;964
201303;1 - CONTRIBUTIVO;915
201304;1 - CONTRIBUTIVO;899
201305;1 - CONTRIBUTIVO;734
201306;1 - CONTRIBUTIVO;670
201307;1 - CONTRIBUTIVO;858
201308;1 - CONTRIBUTIVO;915
201309;1 - CONTRIBUTIVO;1029
201310;1 - CONTRIBUTIVO;897
201311;1 - CONTRIBUTIVO;679
201312;1 - CONTRIBUTIVO;697
201301;2 - SUBSIDIADO;338
201302;2 - SUBSIDIADO;339
201303;2 - SUBSIDIADO;355
201304;2 - SUBSIDIADO;374
201305;2 - SUBSIDIADO;408
201306;2 - SUBSIDIADO;448
201307;2 - SUBSIDIADO;625
201308;2 - SUBSIDIADO;658
201309;2 - SUBSIDIADO;639
201310;2 - SUBSIDIADO;684
201311;2 - SUBSIDIADO;615
201312;2 - SUBSIDIADO;542
201301;3 - VINCULADO;51
201302;3 - VINCULADO;56
201303;3 - VINCULADO;48
201304;3 - VINCULADO;59
201305;3 - VINCULADO;47
201306;3 - VINCULADO;58
201307;3 - VINCULADO;52
201308;3 - VINCULADO;48
201309;3 - VINCULADO;58
201310;3 - VINCULADO;59
201311;3 - VINCULADO;57
201312;3 - VINCULADO;50
201301;4 - PARTICULAR;4
201302;4 - PARTICULAR;5
201303;4 - PARTICULAR;2
201304;4 - PARTICULAR;2
201306;4 - PARTICULAR;5
201307;4 - PARTICULAR;5
201308;4 - PARTICULAR;15
201309;4 - PARTICULAR;19
201310;4 - PARTICULAR;31
201311;4 - PARTICULAR;22
201312;4 - PARTICULAR;13
201301;5 - OTRO;45
201302;5 - OTRO;37
201303;5 - OTRO;37
201304;5 - OTRO;53
201305;5 - OTRO;46
201306;5 - OTRO;51
201307;5 - OTRO;41
201308;5 - OTRO;45
201309;5 - OTRO;27
201310;5 - OTRO;51
201311;5 - OTRO;46
201312;5 - OTRO;59
201302;7 - DESPLAZADO CON AFILIACIÓN A RÉGIMEN SUBSIDIADO;1
201303;7 - DESPLAZADO CON AFILIACIÓN A RÉGIMEN SUBSIDIADO;3
201306;7 - DESPLAZADO CON AFILIACIÓN A RÉGIMEN SUBSIDIADO;1
201301;8 - DESPLAZADO NO ASEGURADO O VINCULADO;1
201302;8 - DESPLAZADO NO ASEGURADO O VINCULADO;3
201303;8 - DESPLAZADO NO ASEGURADO O VINCULADO;1
201305;8 - DESPLAZADO NO ASEGURADO O VINCULADO;1
201306;8 - DESPLAZADO NO ASEGURADO O VINCULADO;4
201307;8 - DESPLAZADO NO ASEGURADO O VINCULADO;1
201308;8 - DESPLAZADO NO ASEGURADO O VINCULADO;1
201309;8 - DESPLAZADO NO ASEGURADO O VINCULADO;1
201310;8 - DESPLAZADO NO ASEGURADO O VINCULADO;3
201312;8 - DESPLAZADO NO ASEGURADO O VINCULADO;6
