PeriodoNum;Edad;CantidadPacientes
201101;0;3
201102;0;4
201103;0;9
201104;0;4
201105;0;10
201106;0;10
201107;0;15
201108;0;13
201109;0;9
201110;0;7
201111;0;6
201112;0;7
201101;1;13
201102;1;11
201103;1;9
201104;1;7
201105;1;7
201106;1;4
201107;1;9
201108;1;7
201109;1;3
201110;1;4
201111;1;5
201112;1;9
201101;2;4
201102;2;5
201103;2;3
201104;2;4
201105;2;1
201106;2;1
201107;2;6
201108;2;1
201109;2;2
201110;2;8
201111;2;1
201112;2;2
201101;3;3
201102;3;3
201103;3;4
201104;3;3
201105;3;3
201106;3;1
201109;3;3
201110;3;4
201111;3;1
201101;4;3
201102;4;2
201103;4;3
201104;4;1
201105;4;2
201106;4;3
201107;4;2
201108;4;1
201109;4;1
201111;4;1
201101;5;3
201102;5;1
201103;5;8
201104;5;2
201105;5;2
201107;5;3
201108;5;1
201109;5;2
201112;5;1
201101;6;1
201102;6;2
201103;6;3
201104;6;3
201105;6;3
201106;6;1
201109;6;5
201110;6;1
201111;6;3
201112;6;5
201101;7;5
201102;7;4
201103;7;4
201104;7;2
201105;7;2
201106;7;2
201107;7;3
201108;7;5
201109;7;4
201111;7;1
201112;7;2
201102;8;3
201103;8;2
201104;8;3
201105;8;1
201107;8;1
201108;8;2
201110;8;5
201111;8;1
201112;8;2
201101;9;1
201102;9;2
201103;9;2
201104;9;3
201105;9;2
201107;9;1
201110;9;1
201111;9;1
201112;9;2
201102;10;3
201104;10;1
201105;10;1
201106;10;1
201107;10;1
201108;10;3
201109;10;1
201110;10;3
201111;10;5
201112;10;4
201101;11;3
201103;11;3
201104;11;3
201105;11;4
201106;11;3
201107;11;2
201108;11;1
201109;11;1
201110;11;2
201111;11;5
201112;11;1
201101;12;3
201102;12;2
201103;12;4
201104;12;2
201105;12;1
201106;12;3
201107;12;2
201108;12;3
201109;12;4
201110;12;6
201111;12;1
201112;12;2
201101;13;4
201102;13;3
201103;13;3
201104;13;2
201105;13;4
201106;13;5
201107;13;7
201108;13;4
201109;13;3
201111;13;2
201112;13;2
201101;14;3
201102;14;2
201103;14;3
201104;14;3
201105;14;5
201106;14;5
201107;14;4
201108;14;5
201109;14;6
201110;14;5
201111;14;3
201101;15;7
201102;15;5
201103;15;8
201104;15;2
201105;15;5
201106;15;1
201107;15;5
201108;15;3
201109;15;6
201110;15;3
201111;15;3
201112;15;2
201101;16;5
201102;16;3
201103;16;4
201104;16;6
201105;16;5
201106;16;8
201107;16;5
201108;16;6
201109;16;2
201110;16;4
201111;16;2
201112;16;3
201101;17;5
201102;17;8
201103;17;7
201104;17;3
201105;17;5
