PeriodoNum;Edad;CantidadPacientes
201201;0;6
201202;0;10
201203;0;7
201204;0;7
201205;0;8
201206;0;10
201207;0;16
201208;0;4
201209;0;9
201210;0;10
201211;0;7
201212;0;10
201201;1;6
201202;1;6
201203;1;4
201204;1;7
201205;1;9
201206;1;6
201207;1;5
201208;1;9
201209;1;7
201210;1;2
201211;1;6
201212;1;5
201201;2;6
201202;2;2
201203;2;4
201204;2;3
201205;2;8
201206;2;3
201207;2;4
201208;2;1
201209;2;3
201210;2;7
201211;2;2
201212;2;3
201201;3;3
201202;3;3
201203;3;5
201204;3;2
201205;3;3
201206;3;2
201207;3;1
201208;3;2
201209;3;3
201210;3;1
201211;3;2
201212;3;2
201201;4;3
201202;4;4
201203;4;3
201204;4;2
201205;4;1
201206;4;2
201207;4;5
201211;4;2
201201;5;1
201202;5;1
201203;5;1
201204;5;2
201205;5;2
201206;5;1
201207;5;2
201210;5;2
201211;5;1
201202;6;3
201203;6;3
201204;6;2
201205;6;1
201207;6;3
201208;6;1
201209;6;2
201212;6;2
201201;7;1
201203;7;2
201204;7;1
201205;7;1
201206;7;2
201207;7;5
201208;7;3
201209;7;2
201210;7;3
201211;7;1
201212;7;3
201201;8;1
201202;8;2
201203;8;1
201205;8;1
201206;8;3
201208;8;5
201209;8;2
201211;8;2
201212;8;1
201201;9;5
201202;9;2
201203;9;2
201204;9;2
201206;9;2
201208;9;4
201211;9;1
201212;9;2
201201;10;3
201202;10;2
201203;10;3
201204;10;2
201205;10;2
201206;10;1
201207;10;2
201208;10;1
201209;10;1
201211;10;2
201201;11;2
201202;11;4
201205;11;2
201207;11;1
201208;11;1
201209;11;4
201210;11;1
201211;11;2
201212;11;2
201201;12;2
201202;12;6
201203;12;4
201204;12;4
201205;12;1
201206;12;2
201207;12;2
201208;12;4
201209;12;4
201210;12;1
201211;12;5
201212;12;2
201201;13;1
201202;13;4
201203;13;2
201204;13;3
201205;13;5
201206;13;3
201207;13;2
201208;13;3
201209;13;3
201210;13;2
201212;13;2
201201;14;7
201202;14;1
201203;14;1
201204;14;3
201205;14;2
201206;14;1
201207;14;4
201208;14;4
201209;14;2
201210;14;4
